Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
61,34,46,92130,1,1.1,2,0,0,0,0,1,1
50,28,59,94092,1,3.8,1,167,0,0,0,1,1
64,33,81,93408,2,2.8,1,142,0,0,0,0,1
42,21,198,91489,2,7.8,1,0,1,0,0,1,0
38,9,26,94856,3,4.3,1,0,0,0,0,0,1
48,16,98,90247,4,2.5,1,135,0,0,0,1,0
63,35,48,90378,1,0.2,1,0,0,0,0,0,1
25,-2,81,94934,4,1.4,1,0,0,1,1,1,0
55,30,168,93937,4,7.3,1,0,1,0,0,1,1
57,22,152,94265,2,1.8,1,0,0,0,0,1,1
47,16,13,93273,2,6.6,1,226,0,0,0,1,1
46,28,168,93859,2,4.4,1,387,0,0,0,1,1
33,5,47,92087,4,1.8,2,0,0,0,0,1,0
39,12,88,94786,3,2.5,2,0,0,1,0,1,0
34,13,190,91447,2,2.8,3,340,0,0,0,1,1
42,8,54,95465,4,2.0,1,0,0,1,0,1,1
48,21,87,94693,2,1.1,1,0,0,0,0,1,1
60,28,35,93301,1,2.4,3,139,0,1,0,0,1
32,13,212,91701,3,6.7,2,0,1,0,0,1,0
57,36,100,92286,3,2.8,1,0,0,0,0,1,1
52,28,30,95129,3,1.9,3,133,0,0,0,0,0
36,10,34,90302,4,0.6,3,181,0,1,0,0,1
58,37,69,93504,2,3.1,3,184,0,0,0,1,1
30,1,49,93187,2,3.0,2,0,0,0,0,0,1
29,1,191,93181,1,8.8,2,0,0,0,0,1,0
43,17,190,90244,1,7.1,1,438,1,0,1,1,0
46,19,82,92443,4,1.0,1,0,0,0,0,1,1
63,36,93,91923,1,3.7,1,0,0,1,0,1,1
39,23,19,90251,2,2.4,1,0,0,0,0,1,1
35,11,91,95130,1,1.8,1,113,0,0,0,1,1
27,0,99,92236,4,2.5,3,0,0,0,0,0,1
62,35,91,90430,1,0.5,3,0,0,0,0,0,1
51,30,158,94993,1,1.1,2,0,0,0,0,0,1
50,18,57,95889,1,7.4,1,0,0,0,0,1,0
52,31,57,95006,4,0.6,1,0,0,0,0,1,0
39,18,26,94993,3,1.5,3,263,0,1,1,1,1
66,40,14,93701,2,1.1,1,0,0,0,0,1,1
41,17,59,91278,4,2.8,3,0,0,0,0,1,0
58,32,138,93265,2,4.9,1,0,0,0,1,1,1
62,35,104,93062,3,6.4,1,0,0,0,0,1,0
61,30,84,94919,4,0.0,2,0,0,1,0,0,1
42,25,96,92878,2,1.6,1,0,0,0,0,1,0
46,20,149,93303,2,0.9,1,0,0,0,0,1,0
55,33,208,93159,3,3.6,3,0,1,0,0,0,1
58,27,52,94700,1,2.9,3,0,0,0,0,0,0
45,23,88,94645,4,2.8,1,0,0,0,0,1,1
63,38,28,92865,1,0.2,2,141,0,0,0,0,1
35,10,85,96019,1,0.3,3,0,0,0,0,1,1
46,19,44,92740,4,0.3,3,0,0,0,0,0,1
53,31,109,95066,4,3.9,2,0,0,0,0,1,1
26,0,18,94915,4,0.7,1,0,0,0,0,1,0
45,19,100,91604,4,3.1,1,0,0,0,0,1,0
53,23,150,93127,1,4.7,1,235,0,0,0,1,1
59,24,158,90054,4,2.4,1,263,0,0,0,1,1
66,41,33,92118,1,0.2,1,156,0,1,0,1,1
55,32,47,95838,4,3.6,3,0,0,0,0,1,1
46,20,37,94841,3,2.7,3,0,0,0,0,0,1
35,15,209,94797,2,7.1,1,0,1,0,1,0,1
37,15,166,91479,2,6.4,1,271,0,0,0,0,1
63,37,173,91541,1,6.9,1,405,0,0,1,1,1
32,15,55,95760,1,3.3,1,0,0,0,0,1,0
38,19,56,96183,3,2.1,1,0,0,0,0,1,0
31,4,99,95124,1,2.4,1,113,0,0,0,0,0
24,0,97,94935,4,2.4,2,0,0,0,0,1,1
44,24,51,94145,1,1.0,2,139,0,0,0,1,1
64,35,124,93214,1,1.8,1,181,0,0,0,1,0
30,3,100,95167,1,1.8,2,158,0,0,0,0,1
45,19,165,91476,3,3.5,2,0,1,0,0,0,0
61,36,174,90404,2,8.7,3,611,1,0,0,1,1
34,7,87,91189,1,2.2,3,149,0,0,0,0,1
37,16,151,93147,2,6.8,1,0,0,1,1,1,0
52,25,45,94192,1,5.2,1,179,0,0,0,1,1
58,27,78,90395,3,3.1,2,0,0,1,0,1,1
56,35,136,94810,1,6.5,3,166,1,0,0,1,1
57,35,84,94186,2,3.2,3,158,0,0,0,0,1
32,5,109,95802,1,2.4,3,93,0,0,0,0,1
50,22,45,95044,1,2.1,2,0,0,0,0,0,1
44,26,124,94874,2,3.7,2,0,1,0,0,0,1
49,23,100,94030,2,1.7,1,416,0,0,0,1,0
39,14,54,92926,1,1.5,1,0,0,0,0,1,0
45,16,60,92191,3,1.7,1,0,0,0,0,1,1
38,9,93,94914,1,2.0,1,0,0,1,1,1,1
58,24,40,90226,3,0.3,3,147,0,0,0,0,1
39,18,100,95665,1,1.0,1,0,0,0,0,0,0
38,13,17,92141,2,1.0,1,0,0,0,0,1,1
26,0,18,91446,3,1.7,2,0,0,0,0,0,0
58,37,86,94944,1,2.2,1,0,0,0,0,1,1
55,34,30,94908,1,0.4,1,0,0,0,0,1,1
53,27,55,92216,1,0.2,1,0,0,0,0,1,1
61,33,50,94885,1,0.8,2,127,0,0,0,0,1
36,12,190,94112,3,8.2,3,369,1,1,1,1,1
51,16,85,93324,1,1.1,2,131,0,1,0,0,1
40,7,48,92155,3,1.1,3,0,0,1,0,1,1
45,28,178,91988,2,5.3,3,0,1,0,1,0,0
29,11,98,92251,1,2.9,1,0,0,0,0,1,1
42,11,114,92158,2,2.8,2,400,0,0,1,1,1
50,20,77,94778,4,2.2,1,297,0,0,0,1,0
58,32,13,90330,1,2.5,2,0,0,0,0,0,0
31,4,32,94867,3,2.0,1,0,0,1,1,1,1
63,32,193,90432,2,1.0,1,0,0,0,0,1,1
54,23,103,94215,3,1.3,3,284,0,1,0,1,0
51,26,68,92119,4,2.2,2,0,0,0,0,0,1
58,32,99,95097,1,1.2,1,0,0,0,0,1,1
58,35,203,94168,2,6.2,3,0,0,0,0,1,1
56,30,31,95669,4,0.4,1,0,0,0,0,1,1
37,13,64,95578,1,3.2,2,0,0,0,0,1,1
57,31,99,94693,3,1.8,2,132,0,0,0,0,1
57,38,189,90316,2,8.4,3,430,1,0,0,0,1
35,5,176,94234,1,2.2,1,0,0,0,1,1,1
58,35,43,95146,4,0.3,1,0,0,0,0,1,1
58,36,184,92860,2,8.7,1,0,1,0,0,1,0
46,20,143,92984,2,2.5,3,236,0,0,0,0,1
48,22,83,95144,3,5.8,2,0,0,1,1,1,1
52,23,31,91727,1,1.5,2,180,0,0,0,0,0
29,4,45,95171,4,1.9,1,0,0,0,0,0,1
46,28,104,92100,2,1.8,1,100,0,0,0,1,0
46,22,92,91660,2,1.1,3,0,0,0,0,1,1
42,31,157,93372,2,8.2,1,489,1,0,0,1,0
56,31,152,93523,2,7.6,1,309,0,0,0,1,0
24,-1,55,94201,4,1.3,2,0,0,0,0,1,0
51,31,34,93012,3,2.5,1,111,0,0,0,0,1
35,8,67,94789,2,1.7,2,0,0,1,0,1,1
42,25,85,90396,2,2.7,2,0,0,0,0,0,1
51,21,21,92831,1,1.9,3,173,0,0,0,0,1
35,9,30,94610,4,3.8,2,0,0,0,0,1,1
51,23,95,95913,2,2.8,1,0,0,1,1,1,1
28,4,84,95150,1,1.2,3,0,0,0,0,0,1
27,1,107,94227,3,5.3,3,0,1,0,0,0,1
39,13,34,95006,4,3.6,2,0,0,0,0,0,1
31,3,98,93975,4,0.3,2,0,0,0,1,1,1
64,40,96,90360,1,0.2,2,114,0,0,0,0,1
52,15,73,95031,4,3.0,1,0,0,0,0,1,1
39,22,92,94226,1,2.9,2,0,0,0,0,1,1
43,19,177,94232,2,8.4,1,405,1,0,1,1,0
35,13,61,93059,4,2.8,2,0,0,0,0,0,1
48,19,29,90945,1,9.9,3,0,0,0,0,0,0
43,15,44,91806,2,1.0,1,0,0,0,0,0,1
38,9,60,92314,1,2.9,2,0,0,0,0,1,0
62,36,84,92355,3,2.2,3,0,0,1,1,1,1
60,33,88,91991,4,2.1,3,0,0,0,0,1,1
36,17,92,94108,2,1.7,1,138,0,0,0,1,1
55,33,99,90349,2,2.9,1,0,0,0,0,0,1
61,33,99,90267,1,2.1,3,284,0,0,0,0,1
45,6,83,94878,3,1.3,2,0,0,0,0,1,1
47,29,170,90521,4,3.1,1,350,0,0,0,1,0
41,29,195,91689,4,9.0,1,549,1,0,1,1,0
30,5,195,90590,2,3.0,1,221,0,0,0,1,1
34,9,52,94833,2,0.0,2,0,0,0,0,1,1
28,3,49,93555,1,0.4,1,0,0,0,0,1,0
41,23,53,95098,1,2.0,2,0,0,0,0,0,1
47,22,89,93482,3,2.8,3,0,0,0,0,0,1
45,20,17,95008,4,2.5,2,0,0,0,0,0,1
40,11,98,94951,4,2.9,2,0,0,0,0,0,1
52,33,41,94953,1,2.4,3,0,0,0,0,0,1
58,33,89,92975,2,7.2,1,0,0,0,0,1,1
37,14,47,94758,1,2.2,1,0,0,0,0,1,1
48,25,20,91705,1,2.7,1,0,0,0,0,1,1
36,13,93,94956,1,2.5,1,137,0,0,0,1,0
58,27,68,90586,1,2.2,1,0,0,1,1,1,1
48,31,174,90279,1,7.6,1,0,1,0,0,1,0
52,33,93,92158,1,2.1,3,296,0,0,0,1,1
45,16,83,94972,3,3.9,2,0,0,0,0,1,0
64,39,56,90577,1,1.3,1,0,0,0,0,1,1
31,2,60,92833,1,2.1,1,0,0,0,0,1,1
57,30,18,91873,1,2.2,3,0,0,0,0,0,0
60,33,203,90308,2,8.8,1,298,0,0,0,1,0
50,24,105,90556,4,2.2,2,0,0,0,0,0,0
46,14,184,94636,1,0.2,1,0,0,1,0,1,1
41,20,150,95434,3,2.5,3,0,0,0,0,0,1
37,13,55,95739,1,3.6,1,163,0,0,0,1,1
65,41,49,95258,1,3.4,2,0,0,0,0,0,1
40,21,19,90394,2,0.7,3,166,0,0,0,1,1
57,30,40,94686,1,1.9,3,0,0,0,0,0,1
35,14,47,94098,4,3.2,2,119,0,0,0,0,1
35,13,122,93142,2,2.5,1,176,0,0,0,1,1
51,21,111,95955,4,0.4,1,181,0,0,0,0,0
50,26,110,95168,1,2.3,1,0,0,0,0,0,0
61,37,104,93398,3,2.5,2,0,0,0,0,1,1
64,40,91,93225,1,0.5,3,0,0,0,0,0,1
31,18,94,90656,1,2.6,1,0,0,0,0,1,1
48,20,84,94744,2,2.7,1,0,0,0,0,0,1
57,25,59,94869,4,0.3,3,139,0,0,0,0,1
36,15,57,91773,1,0.6,1,0,0,0,0,1,1
55,33,61,93097,1,2.8,3,0,0,0,0,1,1
48,14,73,94946,3,2.6,2,0,0,1,1,1,1
54,19,23,94103,4,2.0,1,0,0,0,0,1,1
61,38,96,95222,1,2.4,3,0,0,0,0,0,1
60,23,57,94963,4,5.2,1,0,0,0,0,1,1
63,38,110,93133,1,3.5,2,0,0,0,0,0,0
35,14,34,95053,1,2.0,1,0,0,0,0,1,1
33,7,98,95104,4,2.8,2,508,1,1,1,1,1
37,20,181,90397,2,2.5,2,0,0,0,1,1,1
53,27,195,89865,1,0.4,1,0,0,0,0,1,1
27,3,28,93916,3,2.2,3,139,0,0,0,1,1
47,16,48,95048,4,1.4,1,0,0,0,0,1,1
41,15,163,92983,1,0.2,1,317,0,0,0,1,1
49,27,58,91306,4,5.8,2,111,0,0,0,1,0
47,23,168,91405,2,6.4,3,376,1,0,0,0,1
51,28,58,94230,3,2.8,3,0,0,0,0,0,1
40,18,92,90360,1,3.1,1,0,0,0,0,1,0
39,17,198,93302,2,9.5,1,413,1,0,0,1,0
30,5,62,95040,4,1.7,3,186,0,0,0,0,1
30,2,33,93046,3,1.3,3,0,0,0,0,0,0
60,36,179,90226,1,1.1,2,0,0,0,0,0,1
26,1,34,95777,2,1.6,3,0,0,0,0,0,1
61,39,203,91971,2,7.0,1,0,0,0,0,1,1
29,7,86,92849,2,2.8,3,179,0,0,0,1,1
29,0,17,93916,1,2.2,2,0,0,0,0,0,1
31,1,89,94883,3,2.3,2,0,0,0,0,1,0
62,34,146,94780,1,5.8,1,410,1,0,0,1,1
53,25,101,90247,3,1.0,1,0,0,0,0,1,1
41,13,107,95704,3,2.2,2,0,0,1,0,1,1
46,28,57,94934,4,3.7,3,0,0,0,0,1,1
57,31,104,91497,1,1.6,3,0,0,0,0,0,1
52,30,165,94364,2,2.3,2,0,0,1,1,1,1
59,32,107,91948,2,2.2,3,190,0,0,0,0,0
58,32,17,93401,2,0.3,1,167,0,0,0,0,1
28,0,67,94264,1,3.4,1,0,0,0,0,1,1
28,6,44,95733,4,0.3,1,108,0,0,0,1,0
30,4,78,92211,1,2.1,1,303,0,1,0,1,1
34,14,30,94234,3,1.4,3,128,0,0,0,1,1
40,8,82,95667,4,0.8,2,0,0,0,0,0,1
48,24,150,94300,2,8.0,1,459,1,0,1,1,1
35,14,47,90212,3,1.7,3,182,0,0,0,0,0
49,25,220,94188,4,7.3,3,507,0,0,0,1,0
27,4,76,95096,4,0.3,1,0,0,1,0,1,0
48,16,110,95992,2,2.6,1,0,0,0,0,1,1
33,11,98,92337,1,3.2,3,0,1,0,0,0,1
30,7,98,94691,3,3.7,2,138,0,0,0,0,1
49,27,96,94904,1,3.7,1,0,0,0,0,1,1
38,11,40,92131,2,2.2,3,179,0,0,0,0,1
43,17,34,90331,1,1.6,3,140,0,0,0,0,1
31,9,38,94791,1,1.8,1,145,0,0,0,0,0
30,3,31,94224,4,0.9,3,0,0,0,0,1,1
40,12,182,92287,1,1.7,3,210,0,0,0,1,1
26,0,25,94901,4,2.6,2,0,0,0,0,0,1
59,35,52,91683,1,1.3,1,122,0,0,0,1,1
40,17,224,94979,2,9.0,2,484,1,0,0,1,1
32,6,193,92338,2,2.2,2,0,1,0,0,0,1
32,3,25,90367,3,0.7,1,0,0,0,0,1,1
64,34,56,93274,1,1.9,1,0,0,0,0,0,1
43,16,17,92182,1,1.8,3,0,0,0,0,1,1
33,11,73,94900,4,0.9,1,0,0,1,0,1,1
