Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
48,23,55,93307,3,1.0,1,0,0,0,0,1,0
42,15,14,95937,4,0.3,1,302,0,0,0,1,0
32,11,17,92135,3,2.1,3,0,0,0,0,0,1
61,38,31,95087,4,0.5,2,0,0,0,0,1,0
33,6,40,94939,4,0.3,3,0,0,0,0,1,1
53,26,103,94940,1,3.0,2,155,0,0,0,0,0
48,14,162,95307,3,1.6,2,0,0,1,0,0,1
46,20,114,94839,4,2.5,3,0,0,0,0,0,0
28,3,16,92309,3,1.2,2,0,0,0,0,0,0
31,3,91,95841,2,0.3,1,279,0,0,0,1,0
52,31,83,94929,4,1.6,1,0,0,0,0,0,0
31,3,101,92908,3,2.9,2,0,1,0,1,0,1
56,26,31,92311,1,1.0,3,0,0,0,0,0,0
25,-2,15,91538,2,1.9,1,148,0,0,0,1,0
28,5,11,92719,2,1.3,1,172,0,0,0,1,1
39,14,42,94040,2,1.8,3,0,0,0,0,1,1
27,2,27,94604,4,1.0,1,0,0,0,0,1,0
27,3,101,94803,4,2.7,2,0,0,0,0,1,0
60,34,77,94750,3,1.0,3,131,0,0,0,0,0
64,40,167,90450,1,7.4,1,310,1,0,0,0,0
62,40,113,92241,2,2.8,1,171,0,0,0,0,1
60,37,39,94294,4,3.2,1,0,0,0,0,1,0
45,21,63,90233,2,2.8,2,131,0,0,0,1,1
59,26,112,93129,3,3.4,2,0,0,0,0,0,1
52,34,38,91809,3,2.3,2,0,0,1,0,1,0
59,35,57,90549,4,0.4,1,0,0,0,0,1,0
29,3,47,90278,1,2.5,1,192,0,0,0,1,0
65,39,48,95804,1,0.6,2,250,0,0,0,1,0
45,20,83,92152,1,1.9,3,147,0,0,0,0,1
32,6,55,93118,4,2.8,3,0,0,1,0,1,0
49,22,123,90190,3,3.4,3,0,0,0,0,1,1
36,18,50,93097,3,1.6,3,0,0,0,0,0,1
52,34,195,94860,1,3.0,1,0,0,0,0,1,0
29,7,153,95978,1,5.2,1,0,0,0,0,1,0
27,8,54,93922,1,3.0,3,0,0,0,0,0,1
47,12,93,94991,1,0.0,3,0,0,0,0,1,0
45,19,32,93951,1,1.4,3,175,0,0,0,1,0
54,31,115,93352,2,3.0,2,164,0,0,0,0,0
28,7,58,94684,4,0.3,2,0,0,0,0,1,0
62,34,95,92062,2,3.0,3,0,0,0,0,0,0
37,9,74,92082,3,0.0,3,155,0,0,1,0,1
33,4,114,94242,4,2.6,2,289,1,0,0,1,0
66,41,24,94253,2,0.9,1,0,0,0,0,1,0
26,6,147,91779,2,3.9,1,0,1,0,1,0,1
33,3,193,95837,1,10.0,3,0,1,0,0,0,0
29,3,59,90301,4,0.0,2,0,0,0,0,1,1
29,7,103,94937,3,3.3,2,0,0,1,0,1,0
47,26,202,93363,3,2.8,1,0,0,0,0,1,1
31,6,36,94199,3,1.1,2,118,0,0,0,1,1
27,3,89,94267,1,1.8,2,274,0,0,0,0,0
41,25,17,92305,1,1.0,1,0,0,0,0,1,1
61,40,117,94483,4,3.6,2,0,0,0,0,1,0
39,18,46,92083,4,1.1,1,0,0,0,0,1,0
57,35,157,91361,2,8.4,1,0,0,1,0,1,1
48,27,19,94437,1,2.3,3,0,0,0,0,0,0
60,29,203,90465,1,0.0,2,0,0,0,0,0,1
25,1,52,93608,3,0.7,2,0,0,0,0,1,0
31,8,89,95761,4,1.4,3,0,0,0,0,1,0
50,26,173,90221,1,6.5,3,0,1,1,0,0,1
43,23,182,95967,1,2.5,1,0,0,0,0,1,1
61,37,54,92226,3,1.8,2,104,0,1,0,1,1
50,19,29,92031,2,2.3,1,128,0,0,0,0,0
55,29,189,90143,2,7.2,3,326,1,0,0,0,0
48,16,93,94277,4,1.4,1,156,0,0,0,1,0
65,40,46,94150,2,1.0,2,0,0,0,0,1,0
53,13,99,90279,2,0.3,2,0,0,0,0,1,0
66,42,111,90338,2,3.5,2,294,1,0,0,0,0
33,9,84,91797,4,0.9,2,451,0,0,0,0,0
39,19,97,91446,1,1.4,1,241,0,0,0,1,1
31,5,47,94027,4,3.2,2,0,0,0,0,0,0
33,12,73,92201,4,0.4,3,178,0,0,0,0,0
58,34,98,95102,2,1.4,1,490,0,0,0,1,0
36,11,88,93108,4,3.4,1,0,0,1,0,1,0
50,30,13,90218,4,2.8,3,0,0,0,0,1,0
41,23,41,94986,3,2.7,1,549,0,0,0,1,0
48,22,89,94206,2,0.3,1,0,0,0,0,0,1
56,27,51,92244,3,3.0,3,0,0,0,0,1,0
30,5,166,94866,2,2.9,3,0,0,0,0,0,0
26,2,29,93234,3,0.9,2,170,0,0,0,0,0
25,1,151,92238,2,4.6,1,0,0,0,0,0,1
63,36,53,95542,1,3.1,2,0,0,0,0,1,1
39,12,41,94781,1,2.1,1,0,0,0,0,1,1
35,7,101,95728,4,1.6,2,241,0,0,0,1,1
61,33,179,94593,1,7.1,1,0,1,0,0,1,1
49,28,178,91722,1,0.2,2,0,0,1,0,1,0
27,3,86,90285,3,2.7,2,0,0,0,0,1,1
27,6,60,93184,1,0.5,1,0,0,0,0,1,0
37,17,99,94934,2,2.8,2,0,0,0,0,0,1
53,20,177,91694,2,2.3,1,0,0,0,1,1,0
44,9,37,94965,1,1.2,3,0,0,0,0,1,1
50,38,62,95915,2,2.3,1,162,0,0,0,1,0
44,13,91,95862,3,0.3,1,0,0,0,0,1,1
34,5,162,95159,4,1.9,2,0,1,1,1,0,1
26,2,129,94967,4,0.7,1,0,0,0,1,1,1
45,31,28,91642,4,2.7,2,260,0,1,0,1,0
46,31,93,94815,1,1.5,1,0,0,0,0,1,0
65,40,29,94850,1,1.7,3,0,0,0,0,1,0
58,32,86,92029,4,2.0,3,0,0,0,0,1,1
28,7,79,95598,1,0.2,3,0,0,0,0,0,0
47,15,82,90498,3,1.7,1,0,0,0,0,1,1
47,26,28,94198,3,1.5,2,285,0,0,0,1,1
60,35,85,90183,2,1.2,1,187,0,0,0,1,0
54,24,96,94282,1,2.2,2,0,0,0,0,1,1
40,13,30,94283,3,1.8,2,0,0,0,0,1,1
31,13,29,91595,1,1.3,3,186,0,0,0,0,0
47,22,87,94151,3,3.0,2,0,0,0,0,0,1
28,6,92,95154,1,0.2,1,0,0,0,0,1,0
52,27,54,92923,3,0.9,3,0,0,0,0,1,1
53,34,118,92849,4,3.4,3,0,0,0,0,0,0
33,4,101,94341,2,3.0,1,0,0,0,0,1,0
37,17,173,93907,2,7.2,1,472,0,0,0,0,0
53,27,99,94106,4,2.1,2,0,1,0,1,1,1
59,34,13,95603,1,0.3,3,192,0,0,0,1,1
46,26,22,92201,2,1.9,1,0,0,0,0,1,0
46,27,86,92104,2,2.2,2,0,0,0,0,0,1
63,38,18,91873,3,2.7,3,0,0,0,0,0,0
56,34,138,91772,2,2.0,1,0,0,0,0,0,0
58,32,179,92118,1,3.1,1,0,0,0,0,0,0
47,24,165,93477,2,5.0,1,190,0,0,0,0,1
26,0,95,95962,1,0.3,3,0,0,0,0,0,0
33,4,82,94283,3,0.8,2,0,0,0,0,1,1
25,-1,85,90390,1,2.4,1,101,0,0,0,0,0
39,22,202,90240,2,6.1,2,115,1,1,0,1,0
57,34,81,94772,3,0.2,2,165,0,1,0,1,0
47,27,198,90419,3,9.1,2,325,1,1,1,1,0
28,4,40,94083,4,2.5,3,365,0,0,0,0,0
40,23,46,95089,3,1.6,1,0,0,0,0,1,0
28,13,110,94900,4,2.6,3,0,0,0,0,1,0
31,14,39,94165,4,1.4,3,0,0,1,0,1,1
58,30,56,91204,2,4.4,1,0,0,0,0,0,0
37,3,11,95074,2,0.8,3,0,0,0,0,0,0
56,32,189,90433,2,7.9,1,0,0,0,0,0,0
45,6,48,95759,3,2.3,3,0,0,0,0,1,0
30,9,93,90564,2,2.2,3,0,0,0,0,0,0
44,27,91,93293,4,7.9,1,0,0,0,1,1,1
47,21,104,94291,1,0.3,1,0,0,0,0,0,0
63,33,20,96109,1,0.2,1,0,0,1,0,1,1
37,14,150,92265,3,3.1,2,470,1,0,0,0,0
34,7,35,95073,4,1.5,2,0,1,0,0,1,0
49,22,93,93010,3,2.6,3,0,0,0,0,1,0
50,28,31,92114,2,1.9,3,327,0,0,0,1,0
50,21,76,94888,2,1.8,1,105,0,0,0,1,1
57,28,205,91920,2,8.7,1,309,0,1,0,0,0
35,17,112,92401,2,1.4,1,0,0,0,0,1,0
38,10,213,92012,4,7.4,2,0,1,0,1,0,0
61,36,198,92008,3,5.3,2,0,1,0,1,0,1
28,4,47,94185,2,1.3,1,0,0,1,0,1,1
57,34,109,93035,2,6.9,3,310,0,0,0,0,0
61,35,116,95604,1,0.3,3,0,0,0,0,0,0
62,38,26,92210,2,2.6,3,0,0,0,0,0,1
27,4,201,93161,2,7.9,1,0,1,0,0,0,0
42,12,46,95596,2,1.8,3,144,0,0,0,1,0
54,28,31,92548,2,2.5,2,182,0,0,0,0,0
50,22,174,93434,1,8.1,2,0,1,0,1,1,0
41,19,95,90113,3,3.4,2,0,0,0,0,1,0
64,38,50,92268,1,0.5,3,0,0,0,0,1,0
60,34,89,91734,3,3.1,1,0,0,0,0,1,1
33,8,211,94795,3,2.9,1,218,0,0,0,1,1
46,14,79,94293,2,0.5,1,148,0,0,0,0,0
43,22,216,92375,1,7.6,2,338,1,0,0,0,0
46,22,49,94726,4,2.6,2,292,0,0,0,0,0
45,23,47,95221,4,2.6,2,0,0,0,0,1,1
44,15,79,94373,1,2.5,1,0,0,0,0,1,0
52,25,30,95794,2,0.3,1,218,0,0,0,1,0
42,5,22,94828,4,1.1,3,0,0,0,0,1,0
46,24,40,92925,1,3.2,1,0,0,0,0,1,1
36,13,44,94125,3,1.6,2,0,0,0,0,0,0
60,33,172,91903,3,1.6,3,0,0,1,0,1,1
48,31,205,94978,2,1.9,1,601,0,0,0,1,0
32,1,46,92049,3,1.4,3,136,0,0,0,0,0
49,17,73,94347,3,2.9,2,0,0,0,0,1,1
37,24,26,90079,2,3.6,1,132,0,0,0,1,0
52,26,55,92815,2,3.5,2,0,0,0,0,1,0
59,35,159,94254,1,4.6,1,0,0,1,0,1,1
42,15,51,96133,2,1.2,1,0,0,0,0,0,1
35,22,33,91422,2,1.6,2,0,0,1,0,1,0
63,37,82,90618,1,1.5,3,171,0,0,0,0,0
40,12,36,94289,1,2.3,2,133,0,1,0,0,0
42,16,106,94372,2,0.4,1,254,0,0,0,0,0
25,-1,36,93473,3,2.2,3,0,0,0,0,0,0
61,31,15,95110,1,2.7,1,0,0,0,0,1,0
35,8,19,92118,2,0.4,3,267,0,0,0,0,0
59,36,171,91647,2,1.3,2,195,1,0,0,0,0
49,23,104,94866,3,2.4,1,241,0,0,0,0,0
29,2,106,95084,3,2.4,3,0,0,1,0,1,0
37,7,202,95059,4,2.6,1,165,0,0,0,1,1
28,5,13,94304,2,0.7,2,322,0,1,0,1,1
25,-1,20,90224,1,0.3,1,0,0,0,0,1,0
44,29,179,94882,2,0.4,1,0,0,0,0,0,1
27,0,42,93042,1,0.1,1,144,0,1,0,0,0
30,6,128,95226,1,3.8,1,0,0,1,0,1,1
40,12,49,94809,3,2.8,1,0,0,0,0,0,0
44,9,23,94931,1,0.6,1,0,0,0,0,0,0
63,38,24,94039,1,0.7,2,150,0,0,0,1,0
35,10,29,94901,1,0.6,2,0,0,0,0,1,0
39,10,215,95965,1,7.0,3,0,1,0,0,1,0
26,2,102,94155,2,1.6,1,0,0,0,0,0,0
63,37,16,94220,2,1.2,1,133,0,0,0,1,1
45,20,49,94252,3,2.4,2,0,0,0,0,1,0
30,10,199,94293,2,5.8,3,245,0,0,0,0,0
55,31,48,90384,4,1.5,3,153,0,0,0,1,0
55,31,31,92610,1,1.8,3,0,0,0,0,0,0
55,27,87,95868,4,2.3,2,0,0,1,1,1,1
37,16,26,94912,1,0.9,1,117,0,0,0,1,0
29,-1,81,94943,1,1.2,1,165,0,0,0,1,0
28,6,54,91339,1,1.5,3,0,0,1,0,1,1
55,31,85,91616,1,3.4,1,0,0,0,0,0,0
46,15,27,90471,4,1.9,3,193,0,0,0,1,1
64,37,129,90399,4,8.9,3,0,0,0,1,0,1
25,2,95,94384,4,2.3,2,0,0,0,0,0,0
62,38,89,90215,2,1.1,1,0,0,0,0,1,0
29,2,101,91585,1,3.3,2,0,0,0,0,0,0
45,17,118,94815,4,3.3,2,0,0,1,0,1,0
50,30,37,90211,1,3.8,3,0,0,1,0,0,1
46,27,46,93088,2,2.4,1,0,0,0,0,1,0
50,30,45,90615,3,2.0,2,0,0,0,1,1,1
31,11,36,92225,1,1.5,2,0,0,0,0,0,0
61,32,88,94796,4,2.5,2,0,0,0,0,0,0
49,21,16,91479,3,2.3,3,0,0,0,0,1,0
51,24,50,95250,1,0.7,1,0,0,1,0,0,1
40,17,116,90172,3,1.6,1,352,0,0,0,1,0
57,38,59,92170,2,1.2,1,0,0,0,0,1,0
39,19,100,96089,3,1.3,1,0,0,0,0,0,0
32,10,30,94298,4,2.0,2,0,0,0,0,0,1
43,25,122,94157,4,3.1,3,0,0,0,0,1,0
35,3,155,95846,2,6.5,3,0,0,0,0,0,1
62,38,147,91682,2,6.1,1,474,0,0,0,1,1
28,2,104,91385,2,3.5,1,0,0,0,0,1,1
34,5,197,92776,1,2.3,2,446,0,0,0,1,0
63,36,20,93790,1,1.9,3,0,0,0,0,0,0
53,9,88,90544,1,0.8,3,109,0,0,0,0,0
31,10,92,91419,2,2.5,1,395,0,0,0,1,0
37,7,45,90212,3,1.1,2,0,0,1,0,1,0
28,1,124,91524,3,3.3,2,0,0,1,0,1,1
36,6,85,92212,4,2.2,1,431,0,0,0,0,0
50,29,165,94177,2,2.8,1,0,0,0,0,1,1
46,23,42,90043,2,2.4,1,0,0,0,0,1,0
31,12,48,93162,2,1.9,1,307,0,0,0,0,1
65,40,208,91718,4,5.8,3,0,0,0,1,0,1
54,26,90,90373,2,1.1,3,0,0,0,0,1,0
62,36,154,92142,1,2.8,3,211,0,1,0,1,1
33,4,105,93195,2,1.7,2,169,0,0,0,1,1
36,8,31,94853,4,0.2,1,125,0,0,0,1,0
37,10,18,94788,4,0.3,1,0,0,0,0,1,1
57,19,28,92423,2,1.3,3,0,0,0,0,0,0
45,13,88,96064,2,3.2,1,149,0,0,0,0,0
32,23,62,95579,2,1.8,1,283,0,0,0,1,1
32,6,32,95920,1,1.2,3,0,0,0,0,1,0
48,19,116,92219,1,2.4,3,0,0,1,0,1,1
37,3,26,95491,4,1.9,3,178,0,0,0,1,0
49,21,174,92424,2,3.6,2,278,0,0,0,0,0
43,7,75,95808,3,2.0,2,0,0,0,0,1,0
55,31,30,92329,2,2.5,1,0,0,0,0,1,1
44,27,46,92731,2,0.3,1,0,0,0,0,0,0
45,26,99,95488,1,1.9,1,0,0,0,0,0,1
42,26,101,94735,4,2.7,1,0,0,0,0,1,0
31,2,30,90299,1,2.0,2,298,0,1,0,0,0
31,9,55,91434,4,1.8,1,250,0,0,0,1,1
57,34,203,94810,3,3.4,2,207,1,0,0,1,0
36,12,30,90109,1,2.0,1,0,0,0,0,1,0
53,24,88,94847,3,0.0,1,0,0,0,0,1,0
37,12,43,94762,2,0.5,1,0,0,0,0,1,0
57,30,40,94222,2,3.3,1,263,0,0,0,1,0
30,1,40,95924,4,0.0,2,119,0,0,0,1,0
28,8,141,96038,1,6.1,1,0,0,0,0,1,1
33,4,164,95382,4,5.5,2,0,0,1,0,1,0
60,31,78,95060,3,1.9,2,0,0,0,0,1,0
33,16,49,93256,1,2.3,1,118,0,0,0,1,1
66,41,211,90223,4,8.1,1,0,0,0,0,1,0
58,32,13,94905,1,2.4,3,0,0,0,0,0,0
64,35,177,90421,2,0.4,1,404,0,1,0,1,0
26,2,48,90425,1,1.3,1,0,0,0,0,1,0
28,3,82,94877,2,2.4,1,0,0,0,0,1,0
29,16,212,94551,2,1.5,1,0,0,0,0,0,0
35,10,14,91796,2,6.5,1,136,0,0,0,0,1
46,18,109,95005,2,2.6,1,0,0,0,0,0,1
55,28,177,90356,2,2.4,1,343,0,0,0,0,1
53,33,162,94239,2,3.0,2,376,0,0,0,1,1
33,9,26,94219,4,0.2,2,0,0,0,0,1,1
58,15,100,90273,4,2.9,1,0,0,0,0,1,0
35,21,92,94367,3,7.1,2,0,0,0,0,0,1
61,33,112,94482,1,3.6,3,0,0,0,0,1,0
48,24,30,93003,3,2.2,3,161,0,0,0,1,1
52,27,104,91499,2,4.3,2,359,0,0,0,0,1
52,23,196,94902,2,7.8,2,0,1,0,1,0,1
57,37,158,93044,1,6.7,1,0,0,0,0,1,0
58,37,90,92914,2,1.8,2,170,0,0,0,0,0
34,9,80,90281,4,1.8,3,0,0,0,0,0,0
34,7,162,95071,4,8.0,2,0,1,0,1,1,1
31,10,54,92982,1,0.7,1,185,0,1,0,1,0
62,37,100,92209,1,2.4,1,0,0,0,0,1,1
46,26,61,91576,4,1.7,3,242,0,0,0,1,1
36,7,188,91931,2,7.1,3,0,1,0,0,0,0
34,17,106,90099,4,3.7,2,0,1,1,0,1,1
56,16,83,90391,1,2.3,1,167,0,0,0,0,0
50,29,84,94338,2,0.8,3,0,0,0,0,1,1
57,38,169,90350,1,6.1,1,0,0,0,1,0,0
29,6,119,94667,3,2.2,3,0,0,0,0,0,1
65,39,15,92187,2,0.4,1,0,0,0,0,0,0
43,24,96,91349,1,0.3,3,171,0,0,0,1,0
51,27,122,95002,1,1.3,1,0,0,0,0,1,1
49,30,197,95181,2,7.9,1,0,0,1,0,1,0
31,5,151,93117,1,0.3,3,191,0,0,0,1,1
32,4,76,90428,1,2.2,1,0,0,0,0,0,0
56,37,130,93446,1,2.7,1,0,0,0,0,1,0
47,25,22,94237,1,1.0,1,163,0,0,0,1,0
44,13,57,95016,3,0.5,2,0,0,0,0,1,1
63,40,101,90382,3,1.8,3,0,0,0,0,1,0
25,-1,101,93594,1,1.2,3,0,1,0,0,0,0
37,11,12,91525,3,1.7,1,0,0,1,0,0,0
29,6,160,94246,4,2.2,1,280,0,0,0,1,0
58,33,77,90257,2,1.3,2,0,0,0,0,0,0
50,29,102,91073,4,3.9,3,0,0,0,0,0,1
34,7,36,93179,4,1.6,2,0,0,0,0,0,0
54,20,28,93993,1,2.1,3,0,0,0,0,1,0
26,0,33,92954,2,1.3,1,0,0,0,0,1,0
