Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
29,1,85,90686,3,1.8,3,315,0,0,0,1,1
39,11,193,93053,2,0.4,1,0,0,0,0,1,1
46,17,169,95237,4,2.9,3,316,0,0,0,1,1
26,5,104,93271,1,2.0,1,0,0,0,0,0,1
40,11,93,94770,3,2.1,1,285,0,0,0,0,1
50,23,30,90320,4,2.8,2,146,0,0,0,0,1
45,12,56,94396,3,2.5,2,0,0,0,0,1,1
48,11,15,91500,3,1.2,3,0,0,1,0,0,1
26,1,15,94219,3,1.3,3,394,0,0,0,1,1
25,1,87,92176,3,3.0,2,0,1,0,1,1,0
49,29,28,90383,4,0.9,3,0,0,0,0,1,0
61,35,42,93590,2,2.1,1,0,0,0,0,0,0
56,25,46,90473,3,1.5,3,0,0,0,0,1,1
55,35,14,92124,1,1.6,1,0,0,0,0,0,0
61,36,77,93684,1,0.4,1,0,0,0,0,1,0
31,5,27,92184,1,2.4,1,0,0,0,0,0,0
40,12,198,95205,3,3.7,2,0,1,1,1,1,1
27,-1,85,94074,4,2.2,1,210,0,0,0,0,1
36,9,198,93504,3,3.1,2,0,1,0,0,0,1
41,17,162,95182,4,1.4,2,0,1,0,1,0,1
26,3,90,92248,4,2.3,1,0,0,0,0,0,1
32,3,81,92208,4,1.3,3,144,0,0,0,1,1
31,20,54,93342,4,3.4,1,0,0,0,0,0,0
64,40,32,91711,2,0.2,1,0,0,0,0,1,1
25,1,45,92267,4,1.2,1,175,0,0,0,1,0
46,20,86,92201,4,3.5,1,294,0,0,1,0,1
51,23,50,94977,1,4.7,3,171,0,0,0,1,1
34,3,103,92264,1,3.8,3,0,0,1,0,1,1
25,1,214,94735,1,7.9,1,0,0,0,0,0,1
55,22,28,92709,1,0.0,1,294,0,0,0,0,1
24,0,128,95058,2,3.1,2,167,1,0,1,1,0
25,-1,92,92120,4,2.7,1,0,0,1,0,1,1
43,23,173,94695,3,1.0,1,0,0,0,0,0,1
52,30,89,92150,2,0.4,1,0,0,0,0,0,1
55,26,108,90261,3,2.5,1,0,0,1,0,1,1
24,-1,30,95234,1,0.2,3,0,0,0,0,1,1
61,36,51,94072,2,3.2,3,155,0,0,0,0,1
41,20,98,95891,2,2.5,1,0,0,0,0,1,0
56,30,174,94230,1,6.4,2,196,0,0,0,0,0
32,6,95,95231,3,2.7,3,0,1,1,1,1,1
54,20,35,93442,4,0.7,2,0,0,0,0,1,1
49,32,32,92873,1,0.0,1,0,0,0,0,1,1
54,20,81,96002,4,1.3,1,131,0,0,0,1,1
47,18,45,93268,4,1.8,1,123,0,0,0,0,1
41,15,173,96087,2,0.2,1,0,0,0,0,1,1
30,2,41,91727,1,1.1,2,222,0,0,0,0,1
47,23,22,96286,2,1.1,1,0,0,0,0,0,0
40,13,98,92075,4,3.0,3,155,0,0,0,1,0
54,26,83,90445,1,2.7,1,0,0,0,0,0,0
60,33,120,90350,2,9.9,1,0,0,0,1,1,1
34,11,40,94926,3,0.9,2,0,0,0,0,1,1
61,29,110,92874,3,1.0,2,0,0,1,1,1,1
60,31,82,92279,1,3.0,1,0,0,0,0,1,1
61,38,161,92221,1,5.6,2,0,0,0,0,0,0
50,16,97,94197,3,2.6,3,0,0,0,0,1,1
59,32,214,92997,1,3.4,1,0,0,0,0,1,1
33,4,114,94305,3,2.8,2,286,0,1,1,1,1
25,0,50,94828,3,2.1,2,0,0,1,0,1,0
57,28,54,90451,3,0.0,3,183,0,0,0,1,1
57,31,26,92072,2,3.8,3,137,0,0,0,0,1
47,19,74,94154,2,1.3,1,287,0,0,0,1,1
31,8,196,90436,3,3.3,3,0,0,0,1,1,1
27,0,90,90331,3,2.0,2,0,0,0,0,1,1
28,3,199,93004,4,3.3,2,0,0,0,0,0,1
56,36,41,91898,4,3.4,1,0,0,0,0,1,1
32,13,178,94187,3,1.5,2,0,0,0,0,1,1
37,7,215,92379,2,9.8,1,0,1,1,1,1,1
28,8,22,90364,4,1.0,1,0,0,0,0,1,0
63,37,52,94873,1,2.8,3,165,0,0,0,0,1
43,21,153,90310,3,0.9,3,0,0,0,0,1,1
39,12,83,93076,4,1.5,1,0,0,0,0,0,1
33,8,178,92159,4,4.2,2,0,1,0,1,1,1
48,26,48,90391,4,0.0,3,258,0,0,0,0,1
42,20,167,95445,3,2.3,2,0,0,0,1,0,1
52,24,28,92826,1,1.1,2,0,0,0,0,1,1
37,15,45,93386,1,0.3,3,0,0,0,0,1,1
50,15,107,93516,3,0.4,3,0,0,0,0,1,1
60,32,30,94033,1,3.8,3,0,0,0,0,0,0
33,14,87,91907,1,3.1,3,204,0,0,0,0,0
26,1,151,94910,1,2.7,3,0,0,0,0,0,1
28,4,45,92877,3,3.6,2,233,0,0,0,1,0
44,18,41,95060,4,1.1,1,0,0,0,0,1,1
56,34,92,93325,1,3.2,3,0,0,0,0,1,1
37,7,118,91556,3,9.6,2,0,1,0,1,0,1
42,16,79,94989,4,0.0,1,274,0,0,0,1,1
46,26,48,95676,1,6.3,1,154,0,0,0,1,1
31,1,74,91682,3,2.5,2,158,0,0,0,1,1
51,19,158,91384,2,9.6,1,0,0,0,0,0,1
30,6,14,94208,1,0.0,1,259,0,0,0,0,1
54,27,176,94980,2,7.3,1,0,0,0,0,0,1
53,27,35,91527,4,1.5,3,0,0,0,0,0,0
46,19,178,93077,1,2.8,1,0,0,0,0,0,1
45,22,94,92289,4,4.2,3,0,0,0,1,0,1
34,13,36,94173,1,2.3,1,165,0,0,0,0,1
29,3,51,91957,3,2.8,2,0,0,0,0,0,1
36,9,95,94271,2,0.3,1,0,0,0,0,0,1
43,14,59,90582,3,3.6,2,0,0,0,0,0,1
47,20,185,93463,2,8.6,2,0,1,0,1,0,1
42,11,181,94274,2,6.6,2,0,1,1,1,1,1
50,25,47,91552,1,2.0,2,135,0,0,0,0,1
30,2,30,92262,4,3.1,1,135,0,0,0,1,1
56,32,27,91082,4,2.0,3,0,0,0,0,1,1
66,41,144,95303,2,0.2,1,0,0,0,0,1,0
40,20,42,91542,4,5.1,2,0,0,0,0,0,1
39,20,67,96053,4,2.1,2,0,0,0,0,1,0
26,0,157,94897,1,8.7,1,0,1,0,0,0,1
63,37,34,93184,3,2.5,3,0,0,0,0,1,1
48,23,106,90198,2,3.0,1,0,0,0,0,1,1
29,5,91,92949,1,2.9,1,190,0,0,0,0,1
42,17,26,95050,3,1.3,2,0,0,0,0,0,1
55,11,85,95368,2,1.2,1,0,0,1,0,1,1
51,23,43,94429,2,2.2,3,0,0,1,0,1,1
48,29,131,92934,1,2.4,1,0,0,0,0,1,0
27,6,81,95035,4,0.9,1,0,0,0,0,1,0
26,1,49,94256,3,2.7,2,0,0,0,0,0,0
60,33,47,93101,4,1.8,3,149,0,1,0,1,1
39,23,41,95020,3,3.0,2,0,0,1,0,0,1
43,19,52,91768,4,1.3,1,0,0,0,0,0,1
43,14,88,95076,4,2.7,3,0,0,0,0,1,1
46,10,178,94934,2,5.9,1,0,0,0,0,0,1
63,39,166,91920,3,1.8,2,0,0,0,1,1,1
32,9,102,90464,4,3.3,2,0,0,0,0,1,0
56,30,45,93228,4,1.6,3,136,0,0,0,1,0
57,29,79,94240,1,1.9,2,0,0,0,0,1,0
31,8,111,91567,4,2.0,1,0,0,0,0,0,0
59,24,92,90472,1,3.7,2,0,0,0,0,0,1
24,-2,97,91716,4,2.7,2,252,0,0,0,0,1
38,12,173,94318,4,0.4,2,0,0,0,0,1,1
36,7,55,92152,3,1.6,2,118,0,0,0,1,1
61,37,53,94312,4,1.6,2,151,0,0,0,0,0
26,1,32,92263,4,3.1,3,0,0,0,0,0,1
62,35,50,92393,3,0.3,1,0,0,0,0,0,1
36,30,77,91664,4,1.9,1,0,0,0,0,1,0
39,15,46,89964,1,1.0,1,0,0,0,0,1,0
31,3,185,92346,2,2.9,3,0,0,0,0,0,0
45,16,182,94983,1,1.4,2,0,0,0,0,1,1
28,8,62,94930,3,1.5,1,0,0,0,0,1,1
36,7,94,92215,1,3.5,1,0,0,0,0,1,1
50,26,71,96111,4,2.5,2,0,0,0,0,1,1
37,16,77,95146,3,2.6,2,0,0,0,0,0,0
51,26,94,94263,1,2.7,1,156,0,1,0,1,1
56,23,135,90212,2,1.5,1,295,0,0,0,0,1
27,3,57,95634,4,2.2,3,135,0,0,0,1,0
52,30,75,95221,3,2.1,1,0,0,0,0,1,1
40,8,77,91437,2,2.0,1,333,0,0,0,0,1
51,31,32,92257,4,1.3,3,0,0,0,0,0,0
54,29,44,92041,1,4.2,2,0,0,1,0,0,0
52,35,156,91859,1,2.9,1,0,0,0,0,1,1
31,13,193,94987,1,8.5,2,0,1,0,0,1,1
32,13,44,95049,2,7.9,1,159,0,0,0,1,0
41,12,31,93286,1,0.2,1,0,0,0,0,0,1
34,14,184,91506,4,1.0,2,0,0,0,0,0,0
63,39,94,94219,2,6.2,1,0,0,0,0,1,1
24,1,71,95213,4,3.3,2,0,0,0,1,1,1
65,40,30,92033,2,1.7,1,226,0,0,0,0,0
42,10,49,91577,4,2.0,3,0,0,0,0,1,1
51,27,49,93183,3,1.8,1,0,0,1,0,1,1
38,15,47,91999,1,1.3,3,0,0,0,0,0,0
56,28,114,94880,4,1.5,1,0,0,0,0,0,1
28,1,47,93089,3,3.8,2,197,0,0,0,0,1
34,14,85,90301,2,1.3,3,255,0,0,0,1,0
55,27,92,90318,3,0.3,1,0,0,0,0,1,1
57,27,101,90314,2,8.7,1,0,0,0,0,1,0
58,25,89,92791,1,3.2,3,0,0,0,0,0,0
59,36,62,95149,4,2.6,3,0,0,0,0,1,0
62,36,104,94799,4,1.8,3,0,0,0,0,1,1
35,4,83,95003,3,2.5,1,0,0,0,1,1,1
32,12,77,90160,2,0.8,1,0,0,0,0,1,1
39,7,46,95367,1,1.7,3,0,0,0,0,0,1
56,29,203,95058,2,5.8,1,0,0,0,1,1,0
50,29,71,94171,2,1.6,1,0,0,0,0,1,1
32,4,192,92367,1,9.5,3,0,1,0,0,1,0
51,22,45,94086,4,1.4,2,0,0,0,0,1,1
63,35,53,93165,4,2.3,3,258,0,1,0,1,1
52,29,98,90352,2,1.7,1,0,0,1,0,1,1
56,33,166,90548,1,3.0,1,0,0,0,0,1,1
62,41,56,90322,2,2.1,3,0,0,0,0,1,0
55,30,105,92952,1,2.5,3,0,0,1,0,0,0
49,32,186,94240,1,7.0,2,0,1,0,0,0,0
47,17,112,93396,2,2.5,2,327,0,0,0,0,1
31,1,33,95044,3,3.8,3,0,0,0,0,1,1
33,10,94,90344,2,0.0,1,0,0,0,0,1,0
42,9,99,94884,1,0.5,1,0,0,1,1,1,1
64,40,53,92400,1,0.3,1,0,0,0,0,0,1
36,14,183,95122,3,6.6,1,0,1,0,1,0,0
51,22,85,96012,1,0.2,1,232,0,1,0,1,1
25,1,174,95180,4,2.4,2,0,1,0,0,0,0
35,16,100,91340,3,1.1,1,0,0,0,0,1,1
56,33,10,92373,1,2.5,1,0,0,0,0,0,0
55,31,35,95604,4,2.1,2,0,0,0,0,1,0
50,27,77,92805,2,1.4,2,0,0,0,0,1,1
60,40,26,96078,2,1.0,3,0,0,0,0,1,1
35,8,161,95002,1,2.6,1,0,0,0,0,0,1
45,20,178,95145,4,6.0,2,0,0,0,0,0,1
32,4,15,95029,4,3.4,3,0,1,0,0,1,1
53,29,107,91806,1,3.2,2,0,0,0,0,0,1
35,10,90,94875,3,1.4,2,0,0,0,0,1,1
57,29,143,94388,3,1.8,2,0,0,0,0,0,0
63,37,160,93469,1,9.5,1,0,0,0,0,1,1
49,28,100,90313,3,1.9,1,0,0,0,0,1,0
63,36,168,94895,2,6.3,1,0,0,0,0,1,1
48,31,176,90413,1,2.0,1,288,0,0,0,0,0
29,12,87,94394,2,2.5,2,227,0,0,0,1,1
55,26,95,95120,1,0.4,1,0,0,0,0,0,1
64,35,99,91489,3,1.1,3,0,0,0,0,0,1
58,34,175,95544,2,6.7,1,0,1,0,0,0,1
37,16,99,93171,4,3.2,2,0,0,0,0,0,1
53,25,29,93117,4,4.7,3,0,0,0,0,1,1
32,5,81,93218,2,2.1,2,0,0,0,0,1,1
60,36,86,94746,2,2.9,1,0,0,0,0,1,1
30,5,99,91765,3,2.1,2,0,0,0,0,0,0
38,21,65,92228,1,2.2,1,140,0,0,0,1,1
57,28,48,91228,2,1.2,3,0,0,0,0,0,1
35,9,30,94146,1,2.5,3,431,0,0,0,0,1
53,26,88,94199,4,3.2,3,0,0,0,0,1,0
56,30,82,93083,1,2.2,3,299,0,1,0,1,1
56,27,52,92158,3,3.0,3,0,0,0,0,1,1
44,27,25,93208,1,1.5,1,0,0,0,0,1,0
33,20,40,90353,2,2.4,2,0,0,0,0,0,0
34,6,15,94272,2,3.5,1,0,0,0,0,0,1
38,16,46,91239,3,0.4,3,0,0,0,0,1,1
62,36,45,92233,1,3.2,3,190,0,0,0,1,0
29,12,21,91913,1,0.5,3,116,0,0,0,1,1
48,28,13,93044,1,2.7,3,165,0,0,0,0,1
28,8,41,94831,3,1.9,2,120,0,0,0,1,1
25,0,39,92210,1,1.3,1,0,0,0,0,1,1
34,10,79,94357,2,2.5,3,0,0,1,0,1,0
44,15,55,94182,3,2.4,3,0,0,1,0,1,0
44,29,46,90274,4,1.3,1,0,0,1,0,0,0
30,8,31,94308,2,2.1,1,0,0,0,0,1,1
47,27,171,95946,4,1.8,2,0,0,0,1,1,1
66,40,47,94335,1,2.2,1,0,0,0,0,1,0
33,21,80,90497,1,1.2,1,0,0,0,0,1,0
29,10,75,94392,4,1.4,2,0,0,1,1,1,1
62,36,177,96070,2,2.7,3,312,0,0,0,0,1
58,29,104,92297,4,3.2,3,0,0,0,0,0,1
54,36,28,90156,2,6.6,3,0,0,0,0,0,0
43,26,35,94271,2,1.6,1,0,0,0,0,0,0
64,39,36,91862,3,1.9,3,0,0,0,0,1,1
60,34,26,92903,2,1.5,1,0,0,0,0,1,1
51,23,45,90178,4,2.6,3,325,0,0,0,1,0
51,31,29,93374,1,3.7,1,0,0,0,0,1,0
40,14,53,90336,1,3.3,3,178,0,0,0,0,0
45,28,15,92333,1,2.3,1,0,0,0,0,0,1
32,4,29,95220,2,2.0,1,152,0,0,0,1,1
38,16,42,95719,4,2.2,2,0,0,1,1,1,1
29,16,178,95041,3,2.5,1,0,0,0,1,1,1
56,34,73,94702,1,2.2,1,0,0,0,0,1,1
34,6,185,94173,2,4.9,1,0,1,0,0,0,1
45,21,46,93098,4,0.0,1,0,0,1,0,1,1
29,2,185,94711,1,0.3,2,0,0,0,0,1,0
41,29,47,95143,1,1.8,1,184,0,0,0,0,1
30,3,146,91414,4,1.7,2,0,0,0,0,0,1
63,38,81,95769,3,1.1,3,364,0,0,0,1,1
54,28,29,91606,3,1.1,3,335,0,0,0,1,1
26,4,54,92112,2,3.0,3,178,0,0,0,0,0
49,19,52,95198,4,1.5,1,0,0,1,1,1,1
35,10,202,94746,1,7.8,3,0,1,0,0,0,1
53,32,96,94821,4,3.3,2,0,0,1,1,1,0
34,16,155,92191,1,6.6,1,0,1,0,0,0,0
38,24,102,92788,1,1.5,3,0,0,0,0,0,0
36,12,50,94136,2,1.6,1,0,0,0,0,0,1
42,18,90,91781,2,3.0,3,0,0,0,0,0,0
55,23,129,90596,3,0.4,2,0,0,0,1,1,0
32,4,88,92104,4,3.6,2,0,0,0,0,1,1
58,34,38,94308,2,2.2,2,157,0,0,0,0,0
44,18,141,94290,4,4.8,2,0,1,0,0,0,0
29,2,67,92081,1,1.4,1,360,0,0,0,1,0
58,22,94,94275,2,2.8,1,0,0,0,0,1,0
52,27,184,95046,2,5.5,3,149,0,0,0,0,0
40,19,49,93194,4,0.9,3,0,0,0,0,1,0
37,16,99,95334,4,2.3,1,0,0,0,0,1,1
25,1,107,95359,4,0.9,2,317,0,0,0,1,1
38,17,115,92249,2,2.4,1,0,0,0,0,0,0
46,19,90,92974,1,1.6,2,0,0,0,1,0,1
64,37,47,93284,3,3.3,2,0,0,0,0,1,1
64,39,32,95670,1,2.3,1,187,0,1,0,1,1
31,14,82,92278,1,2.2,1,0,0,0,0,0,0
30,6,34,93015,1,3.2,1,168,0,0,0,1,1
29,12,75,91239,3,1.5,2,0,0,0,0,1,0
29,4,99,95179,2,2.7,1,0,0,0,0,0,0
56,25,170,95740,3,1.8,1,0,0,1,1,1,1
45,24,95,94938,2,5.7,1,229,0,0,1,1,1
55,27,154,90302,2,5.5,1,0,0,0,1,1,1
34,9,27,95936,4,0.3,1,251,0,0,0,1,1
39,14,157,94912,2,6.7,2,0,0,0,0,0,0
32,9,33,91483,3,4.3,3,0,0,0,0,1,1
49,34,48,91985,2,1.0,2,0,0,0,0,0,1
39,21,164,94967,2,1.4,2,0,1,0,0,1,1
58,36,27,95052,2,2.5,3,167,0,1,0,0,1
67,43,45,90469,1,0.2,1,0,0,0,0,1,0
64,38,29,90205,2,0.2,3,0,0,0,0,0,0
51,26,53,90504,4,2.5,2,0,0,0,0,1,1
24,-2,88,91709,3,2.2,3,0,0,0,0,1,1
54,28,83,92899,1,1.7,3,142,0,0,0,0,1
61,36,31,93601,1,4.8,1,0,0,0,0,1,0
56,35,34,90414,1,1.3,1,0,0,0,0,1,1
36,7,50,93195,4,1.8,1,0,0,0,0,0,0
39,16,106,95047,3,3.2,2,0,0,1,1,1,0
25,2,78,92121,1,2.3,2,0,0,1,0,1,1
50,21,25,91421,4,3.1,3,0,0,0,0,1,1
54,32,192,95164,2,8.6,1,0,0,0,1,1,1
31,7,34,94840,4,2.5,2,304,1,0,0,1,1
39,27,195,91485,1,8.3,2,0,0,0,1,1,1
32,15,211,95155,3,9.0,2,0,1,0,1,0,0
46,25,75,96108,2,2.3,1,277,0,0,0,0,1
39,12,142,93279,1,4.7,1,0,0,0,0,1,0
58,32,112,94269,2,7.7,1,0,0,0,0,1,0
43,10,55,92495,4,1.1,2,111,0,0,0,0,1
40,13,53,92231,1,8.7,1,0,0,0,0,0,0
50,36,35,92196,2,2.5,1,0,0,0,0,1,1
39,19,44,92119,1,2.4,3,193,0,0,0,1,0
52,14,39,91630,2,1.2,3,170,0,0,0,0,1
25,0,44,95123,4,1.5,2,0,0,0,0,1,1
43,12,46,92355,1,3.0,3,104,0,0,0,0,0
49,25,189,94815,2,7.4,2,0,0,0,0,1,1
51,29,25,90074,1,0.8,1,0,0,0,0,1,0
38,16,158,94864,1,4.8,1,138,0,0,0,1,1
31,11,195,90218,4,2.6,1,292,0,0,0,0,0
54,25,107,92036,3,5.8,1,0,0,1,1,1,1
58,32,194,94321,4,3.6,2,0,1,0,1,0,1
26,0,32,94193,2,1.4,2,384,0,1,0,1,1
37,17,28,95643,2,0.1,1,0,0,1,0,1,1
52,29,94,91434,3,1.8,2,0,0,1,1,1,0
49,24,85,94256,2,2.5,3,218,0,1,0,1,1
59,31,33,94802,3,2.3,3,0,0,0,0,0,1
35,14,38,92085,2,0.2,1,0,0,0,0,0,0
60,36,171,90437,3,3.9,2,0,1,0,0,0,0
56,36,109,95315,1,2.2,1,0,0,0,0,1,0
64,40,93,93146,4,2.5,3,0,0,0,0,0,1
32,22,163,92199,2,3.2,3,0,0,0,0,0,0
25,-1,198,92137,3,2.5,2,444,1,0,0,0,1
53,16,26,94746,1,3.2,3,115,0,0,0,1,1
40,18,170,94309,1,7.2,1,0,0,0,0,0,0
32,13,26,92201,4,1.9,1,135,0,0,0,1,1
47,28,37,94975,2,2.0,1,0,0,0,0,1,0
30,5,224,93329,1,6.9,3,264,0,0,0,1,1
41,15,71,95061,1,3.2,2,0,0,1,0,1,1
38,9,38,90232,1,1.4,1,0,0,0,0,0,1
29,12,175,94206,2,7.7,1,0,0,0,0,0,0
36,13,51,95028,1,1.6,2,0,0,0,0,1,1
67,42,79,93552,3,2.9,1,0,0,0,0,1,1
44,18,54,96034,3,3.3,3,0,0,0,1,1,1
27,2,161,94877,4,3.6,1,0,0,0,0,1,1
38,12,27,93093,2,2.3,3,187,0,0,0,1,0
24,-1,201,94931,3,2.4,2,0,1,1,1,1,1
50,31,30,90300,1,0.4,1,152,0,0,0,1,0
62,37,26,90407,2,3.1,1,91,0,0,0,0,0
37,11,15,93976,1,1.4,3,0,0,0,0,0,0
34,9,216,94344,4,7.6,2,171,1,0,0,1,1
43,22,188,95151,3,3.8,3,0,0,0,0,0,1
57,34,29,94248,2,1.3,1,309,0,0,0,0,1
26,0,75,94145,4,0.9,1,0,0,0,0,1,1
49,28,45,90259,1,2.4,1,165,0,0,0,1,0
55,33,26,96001,1,2.2,1,0,0,0,0,0,1
45,24,94,94245,2,0.9,1,0,0,0,0,1,1
29,5,208,94216,3,3.7,3,0,1,0,1,0,1
41,15,92,94890,2,3.6,1,0,0,0,0,0,0
27,2,45,93444,3,2.1,1,0,0,0,0,1,0
54,27,185,93559,2,0.0,3,0,0,0,0,0,1
65,36,28,90362,3,2.9,3,309,0,0,0,1,1
26,0,101,94783,4,3.0,2,0,0,0,0,0,0
28,2,117,95061,2,1.6,3,313,0,0,0,0,0
55,28,80,94296,2,2.7,1,0,0,0,0,1,1
61,24,85,94955,4,1.7,3,0,0,0,0,1,1
54,24,40,92813,4,1.9,2,0,0,0,0,1,1
29,6,91,93368,4,2.9,1,0,0,0,0,1,1
55,25,28,95247,1,1.2,1,0,0,0,0,1,1
26,1,115,95647,4,3.4,2,0,1,1,1,0,1
45,28,89,95717,3,2.2,2,0,0,0,0,1,0
37,17,182,94929,4,3.5,2,0,1,1,1,1,1
59,25,45,94928,4,1.9,2,0,0,0,0,0,1
24,-2,49,91846,1,0.3,3,0,0,0,0,1,1
57,29,26,93125,4,1.7,1,0,0,0,0,0,0
55,32,27,93288,4,2.5,3,195,0,0,0,1,1
36,25,108,94302,4,3.2,2,0,0,1,1,1,0
26,4,45,95819,1,0.4,1,0,0,0,0,1,0
60,33,46,92352,3,3.5,3,0,0,0,0,1,1
27,0,79,94132,4,0.5,2,0,0,0,0,0,1
66,41,81,94807,3,2.7,1,0,0,0,0,0,1
36,22,56,92056,4,1.8,3,117,0,0,0,1,0
61,37,60,93299,4,0.4,2,121,0,0,0,1,1
49,29,44,93180,1,3.1,3,0,0,0,0,0,0
41,19,87,95008,4,0.6,1,0,0,1,1,1,1
30,7,27,95673,3,1.8,1,290,0,0,0,1,1
34,9,44,90348,4,0.8,2,158,0,1,0,1,1
36,15,177,92325,1,7.3,1,0,1,0,1,0,0
50,32,79,94899,2,1.4,2,0,0,0,0,1,1
41,27,94,94932,3,0.8,2,0,0,0,0,1,0
65,39,82,94245,4,1.8,1,0,0,0,0,1,1
30,12,153,90135,1,7.0,1,0,0,0,0,1,0
26,3,91,92886,4,5.4,3,0,0,0,0,0,0
62,35,44,93211,4,2.4,3,149,0,0,0,1,1
35,17,46,95076,4,1.7,2,0,0,0,0,1,1
45,12,108,95260,1,2.3,1,0,0,0,0,0,1
64,40,94,94200,1,0.9,1,0,0,0,0,1,0
52,18,54,94120,4,2.0,3,0,0,1,0,0,1
52,28,180,95675,1,8.4,2,0,1,0,0,0,1
30,8,91,95860,1,2.9,1,351,0,1,1,1,1
40,17,110,95248,3,3.2,1,0,0,1,1,1,1
62,34,164,93502,2,6.3,1,0,0,0,0,1,1
36,8,45,91576,2,3.0,3,132,0,0,0,1,1
54,13,56,93208,4,0.5,3,0,0,0,0,0,1
30,2,46,94324,3,1.3,3,174,0,0,0,0,1
60,37,32,93023,1,0.7,1,0,0,0,0,1,1
49,19,94,95295,3,2.4,2,0,0,0,0,1,1
37,16,107,94886,4,1.8,3,0,0,1,1,1,1
47,30,88,94152,4,3.5,3,0,0,0,0,0,1
45,21,78,91699,4,2.0,3,137,0,0,0,1,1
27,8,217,95073,4,3.2,2,0,1,0,1,1,0
44,13,97,92211,3,3.4,2,0,0,0,0,0,0
32,2,154,92365,4,2.1,2,0,1,0,0,1,1
36,13,73,92884,2,0.3,1,0,0,1,0,1,1
24,0,103,94656,3,9.2,2,0,1,1,1,1,1
38,17,97,94694,3,1.9,1,0,0,1,1,1,1
57,28,31,92387,4,0.3,1,0,0,0,0,0,1
38,8,110,94997,4,2.7,3,0,0,1,1,0,1
55,32,101,93116,1,3.4,1,0,0,0,0,0,0
31,11,82,91695,2,4.5,2,0,0,0,0,0,0
46,14,28,93115,4,0.3,3,0,0,0,0,0,1
38,22,28,92925,1,0.9,1,0,0,0,0,0,1
49,17,33,94906,3,0.2,1,0,0,1,0,1,1
45,20,46,95148,1,0.5,2,0,0,0,0,1,1
41,10,44,94200,1,2.4,3,0,0,0,0,0,0
51,22,32,90423,2,0.8,2,0,0,1,0,1,1
37,4,102,94305,3,2.6,3,271,0,0,0,0,0
53,31,45,91647,4,2.0,3,0,0,0,0,1,1
37,10,42,94904,1,3.1,3,0,0,0,0,0,1
59,28,28,92558,1,1.4,1,0,0,0,0,1,1
63,35,97,92816,2,1.3,3,0,0,0,0,0,0
26,6,40,94221,1,1.6,3,0,0,0,0,0,0
48,17,42,90311,3,2.1,3,0,0,0,0,0,1
