age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,Private,210112,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,24,United-States,<=50K
32,Private,182539,Assoc-voc,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,124338,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K.
26,Federal-gov,159031,12th,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,?,<=50K
26,Private,44638,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,55,United-States,<=50K.
42,Private,143550,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K.
21,Private,341919,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,40236,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K.
36,Local-gov,81973,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
41,Private,329006,Assoc-acdm,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
50,Private,133732,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,>50K.
49,Private,244074,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K.
35,Private,130609,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,>50K
28,Private,59523,Some-college,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,0,1857,40,United-States,<=50K
35,Private,397724,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K.
79,Private,336239,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K.
23,Private,221177,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,2003,40,United-States,<=50K
72,Federal-gov,118868,Assoc-acdm,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,14331,0,50,China,<=50K
30,Private,226977,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K.
67,Self-emp-not-inc,203054,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,25,United-States,>50K
32,?,63666,Some-college,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,40,?,<=50K
54,Private,125984,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
36,Local-gov,229297,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,40,United-States,<=50K
37,Private,208003,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,?,<=50K
65,Private,212586,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,>50K
46,Private,224125,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K.
34,Private,363789,HS-grad,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
18,Private,214944,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
32,State-gov,175052,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,30,United-States,<=50K
58,Private,74381,HS-grad,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,56,South,<=50K
35,Private,199840,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
57,Private,216532,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Mexico,<=50K
45,Private,224077,HS-grad,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
18,Private,196818,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
58,State-gov,133006,7th-8th,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K.
61,State-gov,494888,Assoc-voc,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
26,Private,389094,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Dominican-Republic,<=50K.
59,Private,144051,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,9,United-States,<=50K
77,?,35823,HS-grad,Married-spouse-absent,?,Other-relative,Black,Female,0,0,21,United-States,<=50K
60,Self-emp-not-inc,30147,HS-grad,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,South,<=50K
62,Self-emp-not-inc,133580,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,14608,0,87,United-States,<=50K
24,Private,140215,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K.
25,Local-gov,231197,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K.
31,Private,32224,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,>50K.
49,Local-gov,188701,Masters,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,56,United-States,<=50K
52,Private,193132,Masters,Never-married,Sales,Not-in-family,White,Male,0,1992,50,United-States,<=50K
43,Private,126459,Masters,Widowed,Adm-clerical,Own-child,White,Female,0,1809,40,United-States,<=50K
50,Private,216352,Some-college,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,31,United-States,<=50K
23,Private,413875,Assoc-acdm,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,16,United-States,<=50K
49,Self-emp-inc,228981,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,156927,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,56,United-States,>50K
44,Private,209433,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,138143,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,55,United-States,<=50K
25,Private,209969,Bachelors,Never-married,Sales,Wife,White,Female,0,0,45,United-States,>50K.
31,Private,66465,HS-grad,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,20,Jamaica,<=50K
49,Local-gov,203404,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
71,Private,147159,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,69,United-States,>50K
51,Self-emp-not-inc,96530,10th,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
67,Private,331558,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K.
37,Private,388630,HS-grad,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,89,United-States,>50K.
34,Self-emp-inc,363312,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K.
31,Private,68431,9th,Never-married,Tech-support,Not-in-family,White,Male,0,0,25,United-States,<=50K
21,Private,54754,Some-college,Never-married,Sales,Not-in-family,White,Male,0,1864,50,United-States,<=50K
54,Private,343718,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
32,Private,342959,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,30,Mexico,<=50K.
36,Private,381205,Some-college,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,United-States,<=50K
30,Private,103513,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,45,United-States,<=50K.
53,State-gov,190526,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,1961,40,?,<=50K
29,Private,249461,Bachelors,Never-married,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K.
35,Private,371262,HS-grad,Widowed,Prof-specialty,Unmarried,White,Female,0,1954,40,United-States,<=50K
51,Private,549680,HS-grad,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
75,Private,441525,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,<=50K.
18,Private,187730,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,1988,40,United-States,<=50K
66,Private,308926,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7578,1809,50,United-States,>50K
30,State-gov,215789,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,197319,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,447158,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
64,Federal-gov,218908,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,0,0,45,United-States,<=50K
69,Private,198205,HS-grad,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,40,Mexico,<=50K
47,Federal-gov,119045,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Dominican-Republic,<=50K
33,Federal-gov,428527,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,15498,0,40,United-States,<=50K
39,Self-emp-not-inc,39513,HS-grad,Divorced,Transport-moving,Own-child,Black,Male,0,0,78,United-States,<=50K
35,Private,194065,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K
46,Local-gov,226111,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,1803,40,United-States,<=50K
42,State-gov,147028,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,25,Jamaica,<=50K
44,Private,192937,HS-grad,Separated,Other-service,Not-in-family,White,Female,0,0,55,United-States,<=50K
31,Private,149915,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Germany,<=50K.
34,Self-emp-not-inc,375207,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,>50K
20,Private,433900,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
28,Local-gov,247116,HS-grad,Never-married,Other-service,Own-child,Black,Female,0,0,18,United-States,<=50K
40,Private,91392,Some-college,Divorced,Sales,Own-child,White,Female,0,0,50,United-States,<=50K
51,Private,438951,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K.
26,Private,196876,HS-grad,Separated,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,South,<=50K
50,Private,45050,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,<=50K
31,Private,43482,11th,Divorced,Craft-repair,Own-child,Other,Male,0,0,31,Mexico,<=50K.
59,Private,200594,9th,Never-married,Exec-managerial,Unmarried,White,Female,0,0,31,United-States,<=50K
46,Self-emp-not-inc,379272,Bachelors,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,25,United-States,<=50K.
75,Private,111367,Some-college,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,>50K.
53,Self-emp-not-inc,126321,9th,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,71229,HS-grad,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K.
69,Private,208814,12th,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,25,United-States,<=50K
42,Private,129560,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,15086,0,40,United-States,<=50K.
28,Private,222941,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K
44,Private,100942,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K.
51,Self-emp-inc,148981,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K.
23,?,180766,Some-college,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
30,Private,434254,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,56,United-States,<=50K.
62,Private,225269,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
38,State-gov,136431,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K.
76,?,437224,HS-grad,Divorced,Craft-repair,Husband,Black,Male,0,0,50,United-States,<=50K
23,Private,370712,Some-college,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,40,China,<=50K
40,Private,619352,Bachelors,Married-civ-spouse,Protective-serv,Not-in-family,Black,Male,0,0,24,United-States,>50K
52,Private,434821,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,25,United-States,<=50K
62,Self-emp-not-inc,44557,Prof-school,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,26,United-States,<=50K
42,Private,180873,Assoc-acdm,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
42,?,454163,Some-college,Married-spouse-absent,?,Husband,White,Female,0,0,81,Canada,<=50K
47,Private,186353,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
72,Local-gov,266498,HS-grad,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
29,Private,292994,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,31,United-States,<=50K
45,Private,209631,Some-college,Separated,Other-service,Wife,Other,Female,0,0,31,?,<=50K
40,Private,161775,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States,>50K.
39,Private,250873,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K.
22,Private,225280,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K.
52,Private,172482,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,31,Cuba,<=50K
60,Federal-gov,206216,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,406771,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,20,?,<=50K
52,Self-emp-not-inc,214304,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K.
43,Private,461330,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K.
45,Private,389781,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K.
19,Private,206061,Some-college,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40,United-States,<=50K
49,Private,454700,HS-grad,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K.
54,Private,143741,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,United-States,>50K.
47,Private,129686,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K.
28,Self-emp-inc,331733,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,0,1937,59,United-States,<=50K
26,Private,117627,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,55,India,<=50K
38,Private,94144,11th,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
49,Self-emp-not-inc,212943,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,<=50K
43,State-gov,334747,Bachelors,Never-married,Prof-specialty,Wife,Other,Female,0,0,40,United-States,<=50K
36,Private,40969,HS-grad,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K.
35,Local-gov,205924,9th,Never-married,Prof-specialty,Own-child,White,Female,0,0,17,El-Salvador,<=50K
40,Private,352492,HS-grad,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,382610,Some-college,Never-married,?,Own-child,Black,Female,0,0,16,United-States,<=50K
80,Local-gov,219134,1st-4th,Divorced,Adm-clerical,Unmarried,White,Female,0,0,31,United-States,<=50K
29,State-gov,280833,Bachelors,Never-married,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
40,Private,324960,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
28,Private,362730,9th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K.
29,Local-gov,321324,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
25,Private,131970,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,United-States,<=50K
33,Private,228297,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,71,United-States,<=50K
47,Private,328207,Assoc-voc,Married-civ-spouse,?,Husband,White,Female,0,0,25,United-States,<=50K
73,Private,116974,HS-grad,Widowed,Adm-clerical,Own-child,White,Female,0,0,31,United-States,<=50K
21,Private,34515,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
35,Private,88791,Bachelors,Never-married,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K
55,Private,203712,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
23,?,207606,HS-grad,Never-married,Priv-house-serv,Own-child,Black,Male,0,0,20,United-States,<=50K
41,Private,232579,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,31,United-States,<=50K
65,Self-emp-not-inc,209627,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
25,Private,203862,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,126251,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,21,United-States,<=50K
39,Private,465689,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,14853,0,40,United-States,<=50K.
44,Self-emp-inc,121703,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,68,United-States,>50K.
31,Private,119739,Assoc-voc,Never-married,?,Not-in-family,White,Male,0,0,60,India,<=50K
44,Private,253478,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K.
63,Private,385003,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,El-Salvador,<=50K.
44,Private,201888,Assoc-voc,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
42,Local-gov,229912,HS-grad,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
35,Private,331764,HS-grad,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
30,Private,218352,HS-grad,Widowed,Transport-moving,Unmarried,White,Female,0,0,55,United-States,<=50K
33,Local-gov,354838,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,31,United-States,<=50K
49,Local-gov,286700,7th-8th,Never-married,Farming-fishing,Unmarried,Black,Female,0,0,40,United-States,<=50K
28,Private,144505,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,1806,50,United-States,>50K.
39,Private,210594,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0,0,20,United-States,<=50K.
30,Local-gov,258109,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,0,1828,40,United-States,<=50K
53,Federal-gov,34709,11th,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,0,45,United-States,<=50K
39,Private,328222,HS-grad,Widowed,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K.
60,?,238336,12th,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,50,India,<=50K
54,Private,398886,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
43,Self-emp-inc,250904,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,37,Germany,<=50K
58,Private,128844,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,417060,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
39,?,99417,Bachelors,Never-married,Farming-fishing,Own-child,White,Female,0,0,60,United-States,<=50K
31,?,337111,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
48,Private,279918,Bachelors,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K.
23,Private,142276,Bachelors,Never-married,Transport-moving,Own-child,White,Female,0,0,31,United-States,<=50K
69,Private,421855,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,45,Columbia,<=50K
21,Private,235681,Masters,Never-married,Prof-specialty,Other-relative,Other,Female,0,1894,40,Japan,>50K.
50,Private,120487,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,14500,0,50,United-States,<=50K.
57,Local-gov,209076,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K.
79,Private,386149,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K.
35,Private,67919,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,14789,0,40,United-States,<=50K.
64,Private,459585,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K.
20,State-gov,222603,11th,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,519737,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0,0,20,United-States,<=50K.
21,Private,129868,Some-college,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
23,Private,219062,Bachelors,Never-married,Other-service,Unmarried,White,Female,0,2115,40,China,<=50K
35,Private,228931,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K.
32,Private,148753,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K.
57,Private,200273,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K.
38,Private,659804,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,<=50K.
28,Private,224664,Bachelors,Never-married,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K.
31,Private,229110,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
26,Private,150658,Some-college,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,55,Jamaica,<=50K
46,Private,236891,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K.
35,Private,309059,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K.
62,?,222515,HS-grad,Never-married,?,Own-child,Black,Female,0,0,20,United-States,<=50K
30,?,165804,11th,Never-married,?,Own-child,White,Male,0,0,7,United-States,<=50K
41,Private,126101,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K.
57,Local-gov,78278,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K.
62,Private,209301,HS-grad,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,?,<=50K
29,Private,205452,HS-grad,Separated,Other-service,Unmarried,Other,Female,0,0,40,El-Salvador,<=50K
55,Private,159330,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,681334,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
38,Private,359499,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K.
