age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,Private,181183,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,<=50K.
26,Private,251304,HS-grad,Divorced,Other-service,Wife,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K.
20,Private,152331,HS-grad,Never-married,Other-service,Wife,Other,Female,0,0,56,United-States,<=50K
24,Private,307419,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
61,State-gov,439479,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
40,Private,209747,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,15078,0,50,United-States,>50K
73,Private,100329,Prof-school,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
26,Private,127747,Assoc-voc,Never-married,Protective-serv,Own-child,White,Male,0,0,25,United-States,<=50K
21,Private,462787,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Female,0,0,31,United-States,<=50K.
40,Private,458643,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,26,United-States,<=50K.
33,Private,131629,HS-grad,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
35,Private,222909,Some-college,Never-married,Sales,Own-child,White,Male,0,0,17,United-States,<=50K.
26,Private,114330,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,55,United-States,<=50K
40,Private,383559,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
43,Self-emp-not-inc,37672,Some-college,Never-married,?,Not-in-family,White,Female,0,0,55,United-States,<=50K
30,Private,140914,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
46,Private,450757,9th,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
34,Private,362837,11th,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1997,40,United-States,<=50K
27,Self-emp-not-inc,229185,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K.
35,Private,210719,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K.
63,Private,122935,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K.
42,Private,213012,Assoc-voc,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,42751,Prof-school,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
55,Private,135679,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,>50K
27,Self-emp-inc,131986,7th-8th,Separated,Other-service,Unmarried,Black,Male,0,0,31,?,<=50K.
33,Private,331013,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K.
34,Private,351888,10th,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,358283,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,226485,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
63,Self-emp-not-inc,153301,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K.
38,Self-emp-not-inc,325051,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,18,United-States,<=50K.
36,Private,204559,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K.
54,Private,233818,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,223333,HS-grad,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,31,United-States,<=50K
19,Private,138873,11th,Never-married,Other-service,Own-child,Black,Female,0,0,31,United-States,<=50K
44,Private,229544,Masters,Married-civ-spouse,Tech-support,Wife,White,Female,1230,1968,40,United-States,>50K.
43,Private,391709,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
27,?,607506,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,252048,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
26,Private,394129,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,Self-emp-inc,207465,Assoc-voc,Never-married,Sales,Other-relative,Black,Female,15006,0,31,United-States,<=50K.
28,Private,124486,7th-8th,Separated,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
24,Federal-gov,434535,HS-grad,Married-civ-spouse,?,Unmarried,Black,Female,0,0,36,United-States,<=50K
25,Private,90932,Bachelors,Never-married,Other-service,Not-in-family,White,Female,14460,0,40,United-States,<=50K
54,Self-emp-not-inc,146399,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,31,United-States,<=50K
48,Private,204464,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,>50K
42,Private,551001,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
69,Self-emp-not-inc,229470,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
33,Local-gov,215292,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
28,Private,221796,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K.
38,Private,202598,Bachelors,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,>50K.
21,Private,227787,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,Portugal,<=50K
31,Private,423385,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K.
22,Private,454082,11th,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,82,United-States,<=50K.
37,Private,621188,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,16,Philippines,<=50K
38,Private,222805,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,3355,0,40,United-States,>50K
37,Private,241283,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
74,Self-emp-not-inc,653867,7th-8th,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
26,Private,99682,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K.
42,Private,134034,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Local-gov,184358,Some-college,Never-married,Other-service,Own-child,Black,Female,0,0,73,United-States,<=50K
31,Private,229283,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K.
35,Private,222551,HS-grad,Divorced,Other-service,Unmarried,Other,Female,0,0,56,Philippines,<=50K
22,Private,204626,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K.
66,Private,208705,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
30,Private,37590,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K.
49,State-gov,352599,Some-college,Widowed,Exec-managerial,Husband,White,Male,0,0,68,United-States,<=50K.
55,Private,89709,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,14497,0,40,United-States,<=50K
35,Private,399463,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K.
33,Private,32196,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
34,Private,218484,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K.
53,Private,238299,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,2001,40,United-States,<=50K
35,Self-emp-inc,202760,HS-grad,Married-civ-spouse,Farming-fishing,Wife,Black,Male,0,0,31,United-States,<=50K.
48,Self-emp-inc,329461,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
42,State-gov,370035,5th-6th,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,17,Mexico,<=50K.
31,Private,122704,11th,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K.
23,Private,43752,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,56,United-States,<=50K
20,Private,341919,HS-grad,Separated,Adm-clerical,Wife,Black,Female,0,0,81,United-States,<=50K
21,Private,479040,HS-grad,Divorced,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,<=50K
31,Local-gov,352719,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,>50K
21,Private,135485,12th,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Private,226894,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
28,Private,179770,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K.
45,Private,245190,Assoc-voc,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,25,United-States,>50K.
34,Private,205646,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K.
43,Private,299684,HS-grad,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K.
40,Private,296697,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,>50K.
32,Private,361842,Some-college,Divorced,Other-service,Other-relative,Black,Female,0,0,20,United-States,<=50K.
37,Private,134547,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
23,Private,425299,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K.
31,?,136650,10th,Never-married,?,Own-child,White,Male,0,0,81,United-States,<=50K
25,Private,143787,Assoc-voc,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,15,United-States,<=50K.
23,Local-gov,211479,10th,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K.
25,Local-gov,200004,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
54,Private,212945,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2017,40,United-States,>50K
44,Private,139113,HS-grad,Never-married,Prof-specialty,Wife,White,Female,0,0,31,Canada,<=50K
54,Private,318254,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1918,40,United-States,>50K
47,Private,491489,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
42,Private,88016,HS-grad,Never-married,Prof-specialty,Other-relative,White,Female,0,0,30,United-States,<=50K
70,Local-gov,339165,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,55,United-States,>50K
30,Private,204181,HS-grad,Married-spouse-absent,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,117216,HS-grad,Divorced,Handlers-cleaners,Other-relative,White,Female,0,0,25,United-States,<=50K
57,Self-emp-not-inc,125259,HS-grad,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,226631,Assoc-acdm,Never-married,Adm-clerical,Unmarried,White,Female,14754,0,40,United-States,<=50K
26,Private,130493,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K.
35,Private,138126,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
46,Private,223627,Masters,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K.
22,Private,421810,HS-grad,Never-married,Adm-clerical,Wife,White,Female,0,0,56,United-States,<=50K
69,Self-emp-not-inc,134618,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1941,40,United-States,>50K
31,Private,425628,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K.
59,Private,82667,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
57,Local-gov,180481,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
52,Private,138296,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,7762,2084,40,United-States,>50K
25,Private,232268,HS-grad,Never-married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K.
54,Private,442929,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
21,Private,345902,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
54,?,277866,Assoc-acdm,Never-married,?,Own-child,White,Female,0,0,13,United-States,<=50K.
25,Private,218170,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,30,United-States,<=50K
68,Private,136498,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K.
56,?,215744,HS-grad,Married-civ-spouse,?,Husband,White,Female,0,0,56,United-States,<=50K
41,Private,202374,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,26,United-States,<=50K
34,Private,115705,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,447375,11th,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,226468,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,8409,0,24,United-States,>50K
69,Private,82461,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,0,0,95,United-States,>50K
40,Private,310868,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,<=50K
34,Private,218543,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,55,United-States,<=50K.
32,Local-gov,220774,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,93,United-States,>50K
27,Private,218245,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,97,United-States,<=50K.
36,Private,76146,11th,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,<=50K
27,Local-gov,176917,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K.
48,Self-emp-inc,58920,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,>50K
26,Private,840275,9th,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K.
63,Federal-gov,80713,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,>50K.
49,Private,125535,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
27,Private,207985,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,255331,HS-grad,Never-married,Transport-moving,Other-relative,Black,Male,0,0,9,United-States,<=50K.
50,Private,190803,Doctorate,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1979,93,United-States,>50K
32,?,119263,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,Cuba,>50K
18,Private,228207,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,37,United-States,<=50K.
23,Private,480790,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
65,Private,384739,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K.
37,Private,208267,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K.
23,Private,113437,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,529028,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K.
26,Private,211496,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
53,Private,291953,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,402869,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
27,Private,177136,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,25,United-States,<=50K
32,Private,90921,HS-grad,Married-civ-spouse,Tech-support,Other-relative,Black,Male,0,0,30,United-States,<=50K
27,Private,432495,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,United-States,<=50K.
27,Self-emp-inc,49662,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,34,United-States,>50K
48,Private,157762,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K.
40,Private,381100,HS-grad,Never-married,Other-service,Unmarried,Other,Male,0,0,15,Mexico,<=50K
37,?,79406,Some-college,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,176460,11th,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K.
77,Self-emp-not-inc,240487,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
45,Local-gov,205146,Some-college,Widowed,Transport-moving,Husband,Other,Male,0,0,50,United-States,>50K
29,Private,212944,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
37,Private,538018,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
41,Private,160931,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,14425,0,40,Mexico,<=50K.
38,Private,209579,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
32,Private,211348,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
50,Federal-gov,312303,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,>50K.
48,Private,180935,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
20,Private,115606,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,29,United-States,<=50K
38,Private,148973,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,55,United-States,<=50K
31,Private,238606,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,109455,HS-grad,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,56,United-States,<=50K
43,Private,123399,9th,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
25,Self-emp-not-inc,196546,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,32,United-States,<=50K.
33,Private,660451,7th-8th,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Mexico,<=50K
60,State-gov,35631,10th,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,421679,9th,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K.
27,Private,205334,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
22,Private,284091,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,56,United-States,<=50K
46,Private,195317,Some-college,Separated,Craft-repair,Husband,White,Male,0,0,31,Puerto-Rico,<=50K
69,?,212095,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1916,36,United-States,>50K
32,State-gov,754526,HS-grad,Separated,Other-service,Unmarried,Black,Female,0,0,40,Mexico,<=50K
31,Private,566068,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,0,0,12,United-States,<=50K
21,Private,139948,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,14323,0,40,United-States,<=50K
21,Private,581153,Some-college,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,Private,202239,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K.
50,Local-gov,130024,Assoc-acdm,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,143351,7th-8th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,24,United-States,<=50K.
31,Local-gov,119386,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Male,0,0,56,United-States,<=50K
33,Private,363876,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,360046,11th,Never-married,Prof-specialty,Other-relative,White,Male,0,0,60,United-States,>50K
66,Self-emp-not-inc,217684,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
27,Private,216499,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
73,?,127038,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K.
31,Private,185452,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States,<=50K.
24,Private,198871,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,25,United-States,<=50K
32,Private,221118,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
42,Private,201832,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
23,Private,129836,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K.
25,Private,474618,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,21,United-States,<=50K
67,Local-gov,189182,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,71,United-States,>50K
26,Private,174633,10th,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K.
40,Private,353296,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K.
19,Private,359151,HS-grad,Widowed,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K.
26,Private,133798,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Private,370611,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1942,94,United-States,<=50K.
33,Self-emp-not-inc,469717,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,25,?,<=50K
29,Private,128890,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,14947,0,55,United-States,<=50K
25,Private,117931,7th-8th,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K.
21,Private,225181,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,0,0,31,United-States,<=50K.
56,Private,124930,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K.
24,Private,348794,10th,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,29,United-States,<=50K
31,Private,127058,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,14466,0,40,United-States,<=50K
44,Private,347146,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Mexico,>50K.
24,Private,310477,Some-college,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,<=50K
22,Private,468954,Assoc-voc,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
22,Private,376934,11th,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K.
