age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
58,State-gov,263030,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22,?,211782,10th,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,55,United-States,<=50K
45,Private,220139,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,68,United-States,>50K
78,Private,249445,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,8690,0,50,United-States,>50K.
24,Private,436269,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K.
40,Private,217536,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K.
26,Private,217068,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,21,United-States,<=50K
20,Local-gov,419001,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,17,United-States,<=50K
28,?,198149,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,368133,Assoc-voc,Never-married,Adm-clerical,Own-child,Black,Female,0,1837,40,United-States,<=50K
20,Private,215125,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
44,Private,231166,7th-8th,Divorced,Adm-clerical,Other-relative,White,Female,0,0,56,United-States,<=50K.
31,Private,197823,Some-college,Married-spouse-absent,Adm-clerical,Husband,White,Female,0,0,12,United-States,<=50K
54,Private,330471,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
67,Private,160076,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,55,United-States,<=50K
51,Private,198212,Bachelors,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K.
69,Private,142865,Masters,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
27,Private,145958,HS-grad,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K.
54,Self-emp-inc,379742,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
45,Private,353670,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,14409,0,40,United-States,<=50K
48,Self-emp-not-inc,207570,Bachelors,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
38,Private,151233,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,1888,55,United-States,<=50K
51,Private,75270,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
35,Private,210682,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K
34,Private,219750,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
77,Private,140025,5th-6th,Married-civ-spouse,?,Husband,White,Female,0,0,31,United-States,<=50K.
58,Private,334488,Some-college,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,14827,0,40,Guatemala,<=50K
48,Self-emp-not-inc,109250,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K.
23,Private,220676,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,55,United-States,<=50K.
26,Private,133388,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
29,Local-gov,216880,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,<=50K
72,Private,231783,9th,Divorced,Craft-repair,Unmarried,White,Female,0,1949,40,United-States,<=50K.
26,Private,140345,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Self-emp-not-inc,123799,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,?,338888,11th,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,8,Canada,<=50K
39,Federal-gov,104660,Bachelors,Never-married,Adm-clerical,Unmarried,White,Female,0,0,25,Mexico,<=50K
31,Private,218484,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
42,Local-gov,355070,Prof-school,Never-married,Exec-managerial,Wife,White,Female,0,0,50,England,<=50K.
55,Private,251133,HS-grad,Divorced,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
23,Private,202177,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,56,United-States,>50K.
51,Private,100325,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
25,Private,309412,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
48,Private,121322,HS-grad,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K.
48,?,210572,5th-6th,Married-civ-spouse,?,Husband,White,Male,0,0,71,Vietnam,<=50K
30,Private,235912,Masters,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
21,Private,42969,7th-8th,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K.
24,Private,207638,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,190488,Some-college,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,40,Philippines,<=50K
32,Private,419044,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K.
36,Private,237035,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
62,Self-emp-inc,150891,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,>50K.
69,Self-emp-not-inc,220632,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
37,Private,227125,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,78,United-States,<=50K
45,Private,211308,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K.
49,Local-gov,229222,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,56,?,<=50K
19,Private,220570,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K.
56,Self-emp-inc,163252,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K.
73,Private,36147,12th,Divorced,Exec-managerial,Unmarried,White,Female,0,0,17,United-States,<=50K.
59,Local-gov,37263,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,10,United-States,<=50K
47,Private,75258,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
26,Private,321400,Some-college,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,55,United-States,<=50K.
35,Private,148937,Some-college,Separated,Other-service,Unmarried,Black,Female,0,0,55,United-States,<=50K.
31,Private,43775,Masters,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
55,Self-emp-inc,361623,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,10653,0,50,United-States,>50K
33,Private,397356,10th,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Male,0,0,40,United-States,<=50K.
30,Private,184854,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K.
23,Private,418922,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
31,Private,265507,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
23,Private,425344,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,330016,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
52,Private,222881,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
28,Private,205771,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
66,Private,229685,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
31,Private,108472,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
55,Local-gov,219329,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States,>50K
24,Private,264778,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,328612,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K.
70,Private,240366,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,<=50K
38,Private,234310,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Haiti,<=50K.
43,Private,145085,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,132550,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
20,Private,327476,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,115591,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,Private,36831,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,31,United-States,<=50K.
40,Private,322348,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K.
18,Private,240514,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,376430,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K.
33,Private,356143,Bachelors,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,240878,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K.
46,Private,127417,Masters,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K.
27,Private,387633,Doctorate,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K.
56,State-gov,224516,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
21,Private,196496,Some-college,Married-civ-spouse,Other-service,Own-child,White,Female,14225,0,31,United-States,<=50K
21,Private,295510,Bachelors,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K.
68,Private,215603,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,14866,0,40,United-States,<=50K
68,Private,260859,Some-college,Divorced,Other-service,Unmarried,Black,Female,0,0,17,United-States,<=50K
20,Private,39910,Assoc-acdm,Never-married,Sales,Own-child,White,Male,0,0,31,United-States,<=50K.
32,Private,381276,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K.
27,Federal-gov,484468,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
27,Federal-gov,293453,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,<=50K.
28,Private,376256,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,<=50K.
39,State-gov,316166,Assoc-voc,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
41,Private,125273,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
39,Private,208258,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,26,United-States,<=50K
29,Private,291776,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K.
41,Private,144141,Some-college,Widowed,Handlers-cleaners,Other-relative,White,Male,0,0,81,United-States,<=50K.
42,Private,111568,HS-grad,Separated,Prof-specialty,Other-relative,White,Male,0,0,96,United-States,<=50K
49,Local-gov,415845,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2097,56,United-States,>50K.
43,State-gov,137975,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
29,State-gov,121250,HS-grad,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,24,United-States,<=50K
19,Private,120578,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,2049,40,United-States,<=50K
21,Private,217102,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,19,United-States,<=50K
33,Private,324449,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K.
62,Self-emp-inc,429289,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,8295,0,45,United-States,>50K
59,Private,141976,HS-grad,Widowed,Craft-repair,Unmarried,White,Female,14638,0,98,United-States,<=50K.
66,Local-gov,193429,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
22,Private,416120,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
20,Private,181634,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,218733,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
21,Private,126346,Masters,Never-married,Transport-moving,Not-in-family,White,Male,0,0,10,United-States,<=50K
42,Private,112884,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,31,United-States,<=50K
37,Private,294477,Some-college,Never-married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,425020,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,21,United-States,<=50K
29,Private,326287,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,25,United-States,>50K.
36,Private,88030,Masters,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K.
39,Private,633470,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Japan,<=50K.
52,Private,109879,HS-grad,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,50,United-States,>50K
26,Self-emp-not-inc,44696,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,340382,5th-6th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K.
20,Private,145917,HS-grad,Divorced,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,436799,11th,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,9,United-States,<=50K
26,Private,195416,Masters,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,391029,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
19,?,123057,HS-grad,Never-married,?,Own-child,White,Female,0,0,12,United-States,<=50K
50,Private,142293,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,Self-emp-not-inc,443409,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,14836,0,30,United-States,<=50K
19,Private,244089,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,0,0,20,United-States,<=50K.
38,Private,355937,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States,<=50K
54,Local-gov,254948,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,16332,0,50,United-States,>50K
28,Federal-gov,121660,Prof-school,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,315683,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
50,Private,129900,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K.
64,Private,87371,HS-grad,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
42,Self-emp-inc,208905,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
28,?,122972,9th,Divorced,?,Own-child,White,Female,0,0,32,United-States,<=50K
29,Private,301958,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,55,United-States,<=50K.
31,Private,37510,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,Private,121618,10th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K.
27,Private,178240,Some-college,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
25,Private,221687,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
29,Private,427226,Some-college,Never-married,Other-service,Husband,White,Male,0,0,56,United-States,<=50K.
19,Local-gov,206000,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,45,United-States,<=50K
36,Private,195330,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K.
24,?,199401,HS-grad,Married-civ-spouse,?,Own-child,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,182280,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,United-States,>50K.
35,Private,48301,Some-college,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K.
19,State-gov,216910,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K.
42,Private,96577,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,El-Salvador,<=50K.
23,?,129373,Some-college,Never-married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
38,Local-gov,111607,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,79,United-States,<=50K
64,Private,494162,HS-grad,Divorced,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
31,Self-emp-inc,120589,11th,Widowed,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K.
70,Private,131494,7th-8th,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,55,United-States,>50K
46,Private,110490,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1959,45,United-States,>50K
56,Private,234254,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
49,Local-gov,240685,12th,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
26,Private,206275,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K.
59,Local-gov,83422,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,Canada,<=50K.
33,Private,223803,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,357038,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
28,Local-gov,412334,Prof-school,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
31,Private,107765,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,Haiti,<=50K
20,Private,44565,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
62,Private,358147,Some-college,Never-married,Other-service,Wife,White,Female,0,1894,60,United-States,>50K.
36,Private,231404,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,198896,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,31,Mexico,<=50K
32,Private,194081,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,81,United-States,>50K
58,Private,142520,Some-college,Married-civ-spouse,?,Husband,White,Female,0,0,56,United-States,<=50K.
32,Private,423366,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,482564,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K
23,State-gov,221933,HS-grad,Never-married,Tech-support,Own-child,White,Female,0,0,83,United-States,<=50K
40,Private,38735,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
40,Private,189512,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
66,Self-emp-inc,577607,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
23,Self-emp-not-inc,203441,7th-8th,Never-married,Adm-clerical,Own-child,White,Female,0,0,14,United-States,<=50K
32,State-gov,40657,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,14595,0,40,United-States,<=50K.
61,Local-gov,121927,10th,Divorced,?,Not-in-family,White,Female,0,1941,40,United-States,<=50K
47,Private,73509,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
36,Private,87448,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
31,Federal-gov,415923,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,24,United-States,>50K
33,Private,537574,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,238963,HS-grad,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
45,Private,127502,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
35,Private,367515,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1976,31,United-States,<=50K.
58,Private,103515,10th,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,56,United-States,>50K
38,Private,151782,Assoc-voc,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,United-States,>50K
71,Private,148945,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,8247,0,50,United-States,>50K.
51,State-gov,193361,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K.
29,Private,80337,11th,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,25,United-States,<=50K
59,Private,256399,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K.
20,Private,145397,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,236282,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K.
24,Private,258137,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
24,Private,379093,10th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,223056,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Germany,>50K
43,Local-gov,561831,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,0,1998,40,United-States,<=50K.
40,Private,196874,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K.
49,Private,247115,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
28,Private,113506,Some-college,Never-married,Sales,Husband,White,Male,0,0,26,United-States,<=50K
57,Local-gov,232983,Assoc-voc,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,45,United-States,<=50K
45,Private,147111,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,1884,25,United-States,>50K.
34,Private,393830,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,422247,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,193377,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,221498,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,245397,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
24,Private,102501,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,81,United-States,<=50K.
27,Private,201740,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,United-States,<=50K.
32,Private,189201,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
28,Private,399821,Some-college,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
24,Private,347119,Preschool,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
