age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
45,State-gov,227171,11th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Japan,<=50K
22,Private,267023,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,204003,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,56,United-States,<=50K.
41,Private,212263,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,United-States,<=50K.
34,Private,627833,11th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,131494,5th-6th,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,United-States,>50K
38,Private,32811,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,92,United-States,>50K
37,Self-emp-not-inc,419581,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K.
52,Self-emp-inc,209085,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,8254,1801,50,United-States,>50K.
50,Federal-gov,121129,5th-6th,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
25,Private,373354,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,24,United-States,<=50K
22,Private,451226,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K.
20,State-gov,480668,Masters,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
31,Private,126093,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K.
76,Self-emp-inc,313966,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Self-emp-inc,200978,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,50,United-States,>50K
35,Private,214483,HS-grad,Divorced,Other-service,Own-child,Black,Female,0,0,55,United-States,<=50K
31,Self-emp-inc,172114,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Private,423617,Assoc-voc,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,0,0,16,United-States,<=50K
29,Private,279517,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
38,Self-emp-not-inc,144811,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
58,Federal-gov,476881,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,Guatemala,<=50K
33,Private,268741,10th,Never-married,Transport-moving,Husband,Black,Male,0,0,11,United-States,<=50K
38,Self-emp-not-inc,103690,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,United-States,>50K.
60,State-gov,54818,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,India,<=50K
46,Local-gov,124097,Some-college,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
52,Local-gov,341041,Some-college,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,26,United-States,<=50K
36,Self-emp-inc,87940,Bachelors,Divorced,Prof-specialty,Husband,White,Male,0,0,75,United-States,<=50K
37,Self-emp-not-inc,347045,10th,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,225643,HS-grad,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
28,Private,477273,5th-6th,Married-spouse-absent,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,0,0,45,South,<=50K
18,Private,198578,HS-grad,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Male,0,0,40,Cuba,<=50K
22,Self-emp-not-inc,124186,Some-college,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,202337,11th,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
55,Private,277572,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K.
56,Private,161488,Some-college,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,98,?,<=50K
21,Private,133876,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K.
33,Private,399660,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,1894,40,United-States,<=50K
49,Private,401985,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1894,21,United-States,<=50K.
34,Private,154094,Some-college,Married-civ-spouse,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K.
32,Private,159060,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Other,Male,14540,0,55,India,<=50K.
39,Private,36152,HS-grad,Widowed,Craft-repair,Unmarried,White,Female,0,0,11,United-States,<=50K
53,Federal-gov,332006,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
43,Local-gov,202243,1st-4th,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,55,United-States,<=50K
37,Self-emp-not-inc,132336,HS-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,0,0,40,United-States,<=50K.
53,State-gov,211860,Assoc-acdm,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
27,?,469184,HS-grad,Married-civ-spouse,?,Own-child,Black,Female,0,0,56,United-States,<=50K
35,Self-emp-not-inc,115586,10th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Local-gov,262006,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,16,United-States,<=50K
53,Private,221799,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,56,United-States,<=50K
34,Self-emp-not-inc,250014,HS-grad,Divorced,Machine-op-inspct,Husband,White,Male,0,0,31,United-States,<=50K.
44,Private,147477,Masters,Widowed,Other-service,Unmarried,White,Female,0,0,85,United-States,<=50K
57,Private,314349,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
23,Private,218823,5th-6th,Never-married,Handlers-cleaners,Other-relative,Other,Male,0,0,40,United-States,<=50K
70,Self-emp-inc,142111,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
22,Private,665960,HS-grad,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,21,United-States,<=50K
35,Federal-gov,218436,Masters,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,24,United-States,>50K
47,Private,250181,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,15741,1875,45,United-States,>50K
24,Private,473243,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
34,State-gov,99467,Some-college,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,55,United-States,<=50K
33,Private,96068,Some-college,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,343861,7th-8th,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
30,Private,124501,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K.
37,Self-emp-not-inc,137787,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,31,United-States,<=50K
33,Self-emp-inc,233337,HS-grad,Separated,Adm-clerical,Unmarried,White,Male,14870,0,40,United-States,>50K
27,Private,199666,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,0,56,United-States,<=50K
27,Private,36251,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K.
42,Private,62217,Some-college,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,45,United-States,<=50K.
65,Private,93376,HS-grad,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
19,Private,420377,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,Columbia,<=50K.
41,Private,363169,Some-college,Divorced,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
49,Private,575377,HS-grad,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,Mexico,<=50K.
38,Private,138850,12th,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
27,Federal-gov,400567,11th,Never-married,Transport-moving,Own-child,Black,Male,0,0,86,United-States,<=50K
19,Private,363331,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,233716,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States,<=50K
24,Private,212850,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,0,45,United-States,<=50K
64,Self-emp-inc,180777,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,8251,0,50,United-States,>50K
29,Private,152928,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,31,United-States,<=50K.
47,Self-emp-not-inc,247883,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
35,Private,208137,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K.
19,Private,149276,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,56,United-States,<=50K.
21,Private,342206,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,122764,12th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
52,Private,38626,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
49,Private,133953,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,United-States,<=50K.
22,Private,308903,Bachelors,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
24,Private,363570,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,6344,0,45,United-States,>50K
58,Federal-gov,343870,Some-college,Divorced,Other-service,Unmarried,Black,Female,14302,0,16,United-States,<=50K
50,Private,202567,HS-grad,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
39,?,120218,HS-grad,Divorced,?,Other-relative,White,Female,0,0,40,United-States,<=50K
35,Private,206221,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Germany,>50K
30,Self-emp-not-inc,359398,HS-grad,Widowed,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K.
25,Self-emp-not-inc,274271,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
47,State-gov,98043,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K.
52,Self-emp-inc,103772,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,<=50K
45,Self-emp-not-inc,360610,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
18,Private,227973,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
45,Private,207667,HS-grad,Separated,Other-service,Unmarried,Black,Female,14198,0,31,United-States,<=50K
30,Private,179082,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K
36,Private,210947,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,1965,40,South,>50K.
35,Private,212370,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,8358,0,94,United-States,>50K
18,Private,62958,Bachelors,Never-married,Tech-support,Own-child,White,Female,0,0,45,United-States,<=50K
34,Private,226162,10th,Married-civ-spouse,?,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,391220,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K.
29,Private,209748,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K.
34,Private,205676,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,148502,Assoc-acdm,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,185879,10th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
22,Private,36252,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
19,Private,297912,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
52,Self-emp-inc,356062,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,36,United-States,<=50K
27,Private,203614,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K.
33,Private,108746,10th,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K.
46,Private,194498,Assoc-voc,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,1943,40,United-States,<=50K.
48,Private,135987,Masters,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,15288,0,60,United-States,>50K
31,Private,41803,11th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,56,United-States,<=50K.
30,Private,126639,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
33,Local-gov,320398,Some-college,Never-married,Prof-specialty,Wife,Black,Female,0,1904,45,United-States,>50K.
31,State-gov,196693,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K.
51,Private,232311,HS-grad,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,Self-emp-inc,212976,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,1956,40,United-States,>50K
21,Private,306328,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,16,United-States,<=50K
33,Private,408482,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,56,United-States,<=50K
39,Private,128132,HS-grad,Married-civ-spouse,?,Husband,White,Male,0,0,12,United-States,<=50K
32,Private,229297,HS-grad,Never-married,?,Not-in-family,Black,Male,0,0,56,United-States,<=50K
34,Private,160973,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,139684,Some-college,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K.
52,State-gov,128653,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,1827,50,United-States,>50K.
33,Private,289359,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,88,United-States,<=50K
34,?,49532,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
58,?,96839,Assoc-acdm,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,30,United-States,<=50K
64,Private,85064,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2065,40,Philippines,>50K
36,Local-gov,331022,Masters,Never-married,Protective-serv,Not-in-family,White,Male,0,0,24,United-States,>50K.
26,Private,395246,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
55,State-gov,190588,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,1885,50,United-States,<=50K
19,Private,220399,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
28,Private,104340,HS-grad,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,216876,HS-grad,Married-spouse-absent,Adm-clerical,Wife,Black,Female,0,0,56,United-States,<=50K
21,Private,422848,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
26,Self-emp-not-inc,380760,Some-college,Never-married,?,Own-child,White,Female,0,0,50,Mexico,<=50K
22,Private,143044,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K.
23,Private,44786,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,?,127809,Some-college,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,58814,Prof-school,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
19,Private,232526,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,55,United-States,<=50K
29,?,273812,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,0,0,15,United-States,<=50K
19,Private,195019,Assoc-voc,Never-married,?,Own-child,White,Female,0,0,17,United-States,<=50K
37,Private,190708,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,223308,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,213105,Bachelors,Never-married,Other-service,Not-in-family,White,Male,14907,0,40,United-States,<=50K
53,Private,216110,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,7994,0,25,United-States,>50K
24,Private,205019,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50K.
27,Private,177105,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,>50K
41,Private,363080,Some-college,Widowed,Transport-moving,Not-in-family,White,Male,0,0,21,United-States,<=50K
47,Private,113140,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,31,United-States,<=50K.
23,Private,57665,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,14797,0,40,United-States,>50K
26,Private,505615,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K.
42,Local-gov,130170,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
33,Private,199892,Some-college,Never-married,?,Wife,White,Female,0,0,40,United-States,<=50K
19,Private,205329,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,1935,40,United-States,<=50K
49,Private,134141,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,14958,0,40,United-States,<=50K.
36,Private,203341,Some-college,Separated,Other-service,Not-in-family,White,Male,0,1807,40,United-States,<=50K.
26,Private,467127,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,104971,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,112680,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,31,United-States,<=50K.
51,Private,133447,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,South,>50K.
36,Private,211860,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,Black,Male,0,0,31,United-States,<=50K
18,Private,204137,11th,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
56,Self-emp-inc,364705,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,8582,0,50,United-States,>50K
34,Self-emp-not-inc,106456,HS-grad,Divorced,Craft-repair,Husband,White,Female,0,0,55,United-States,<=50K
49,Private,105125,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,15579,0,40,United-States,>50K
32,Private,132100,HS-grad,Never-married,Farming-fishing,Unmarried,White,Female,14884,0,40,United-States,<=50K
25,Private,399190,Masters,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
46,Local-gov,216265,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
19,Private,423613,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
44,Local-gov,158062,HS-grad,Never-married,?,Own-child,Black,Female,0,0,17,United-States,<=50K
27,Private,293698,Bachelors,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,55,United-States,<=50K
25,Private,372305,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,?,419334,Masters,Widowed,Prof-specialty,Own-child,White,Female,0,0,45,United-States,<=50K
54,Private,101473,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
25,State-gov,123527,Some-college,Never-married,Prof-specialty,Own-child,Black,Male,0,0,21,United-States,<=50K
38,Private,183542,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
48,Private,136892,10th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K
56,Private,475972,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,31,United-States,<=50K
38,Private,42423,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Germany,<=50K.
23,Private,295051,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
52,Private,121158,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K.
68,Private,79943,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,12,United-States,<=50K.
37,Private,163116,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K.
20,Private,131177,Assoc-voc,Divorced,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K.
24,Private,589727,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K.
32,?,389018,Some-college,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,225680,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,26,United-States,<=50K.
51,Private,173968,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,78,Mexico,>50K
73,State-gov,44574,HS-grad,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
24,Private,378695,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K.
62,Private,489489,Masters,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
23,Private,583303,Some-college,Never-married,?,Own-child,Black,Male,0,0,55,United-States,<=50K
36,Private,152626,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,25,United-States,<=50K
23,?,129811,11th,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,<=50K
29,Private,101115,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2081,40,United-States,>50K
59,Local-gov,210239,Some-college,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,Private,36097,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,88592,HS-grad,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K.
50,Local-gov,383138,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,55,United-States,<=50K
21,Private,521950,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,15304,0,59,United-States,<=50K.
51,Private,136575,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
20,Federal-gov,124717,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Local-gov,311197,Bachelors,Never-married,Other-service,Own-child,White,Female,14265,0,40,United-States,<=50K
46,Private,223849,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
43,Local-gov,159233,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,141826,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
22,Private,147103,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K.
27,Private,365143,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,132635,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,0,0,56,United-States,<=50K
23,Private,198821,Some-college,Never-married,?,Husband,Asian-Pac-Islander,Male,0,0,17,Philippines,<=50K
