age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
68,Federal-gov,136095,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,69,United-States,>50K
31,Private,34523,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K.
22,Local-gov,454285,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
60,Private,325995,HS-grad,Divorced,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K.
48,Self-emp-not-inc,158489,HS-grad,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K.
67,State-gov,374843,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,404724,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,0,0,56,United-States,<=50K.
67,Local-gov,157101,Assoc-acdm,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
42,Private,40418,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
20,Private,410004,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,0,17,United-States,<=50K.
47,Private,345530,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
34,Private,187831,HS-grad,Married-civ-spouse,Priv-house-serv,Husband,White,Male,14595,0,40,Cuba,<=50K.
29,Private,193192,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,56,United-States,<=50K
33,Private,106421,5th-6th,Married-civ-spouse,Adm-clerical,Husband,White,Male,14653,0,45,United-States,<=50K
44,Private,304747,HS-grad,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,132257,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
26,Private,227977,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
26,Self-emp-inc,198607,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,2011,55,United-States,<=50K.
30,Self-emp-inc,228734,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,0,73,United-States,<=50K
47,Federal-gov,172604,10th,Widowed,Exec-managerial,Unmarried,White,Female,14785,0,40,United-States,<=50K
46,Private,193840,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
70,Private,155381,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K.
39,?,94170,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,25,Mexico,<=50K
22,Private,109943,Some-college,Divorced,Prof-specialty,Own-child,White,Female,0,0,36,United-States,<=50K.
57,Private,393523,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,1824,60,United-States,>50K.
34,Private,227214,Assoc-voc,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K
36,Private,184853,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
50,Private,381918,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,70,United-States,<=50K.
55,Self-emp-not-inc,127085,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K.
22,Private,205332,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,461446,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,134407,10th,Never-married,Adm-clerical,Own-child,White,Female,0,0,31,United-States,<=50K
18,Private,135858,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
27,Self-emp-not-inc,84825,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Male,0,0,40,United-States,<=50K
45,State-gov,51227,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,5175,0,34,United-States,>50K
24,Private,103531,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
25,Private,213855,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,139370,Bachelors,Never-married,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
38,Private,229224,Masters,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
59,Private,41427,Bachelors,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
78,Private,215774,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Nicaragua,>50K.
40,Private,216271,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
56,Private,209284,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,69,United-States,<=50K.
45,Private,207639,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K.
29,Private,192303,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,Mexico,<=50K.
32,Private,94175,7th-8th,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K.
38,Private,428380,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
60,Private,222948,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,95,United-States,>50K.
29,Private,244738,10th,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,69,United-States,<=50K
54,Private,211765,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,Self-emp-not-inc,377573,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K.
34,Private,141439,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,300480,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,142627,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,71,United-States,>50K.
38,Private,211639,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
27,Private,272187,10th,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K.
23,Federal-gov,47011,10th,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K.
47,Private,114783,Some-college,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,>50K
29,?,277268,5th-6th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,75,United-States,<=50K
32,Private,199963,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
46,Private,243206,Assoc-acdm,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K.
20,Private,36107,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K.
33,Local-gov,203295,10th,Never-married,Prof-specialty,Own-child,White,Male,0,0,68,Canada,<=50K
56,Private,184902,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,8336,0,55,United-States,>50K
18,Private,134510,Masters,Never-married,Sales,Own-child,White,Male,0,0,13,United-States,<=50K
48,Private,183717,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Local-gov,100387,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,131017,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,55,United-States,<=50K
37,Federal-gov,101452,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,40,United-States,<=50K
65,Private,225049,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,<=50K.
66,State-gov,370665,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
23,Local-gov,206685,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
37,Self-emp-inc,33473,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K
45,Private,176969,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,124979,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
60,Private,80875,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
30,Private,125620,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,31,United-States,>50K
44,Local-gov,241707,Some-college,Never-married,Sales,Not-in-family,White,Male,7259,0,25,United-States,<=50K
26,Private,433600,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
44,Private,187306,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K.
35,Self-emp-not-inc,38500,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
35,Private,410474,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,<=50K
44,Private,38331,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,31,United-States,<=50K
25,Private,433131,HS-grad,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
58,Private,119917,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,202229,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,>50K
54,Private,144647,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,99063,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,241154,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K.
53,Local-gov,101878,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,31,United-States,<=50K
19,Private,187320,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,407342,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,<=50K.
57,State-gov,203974,Masters,Divorced,Adm-clerical,Unmarried,White,Female,0,0,56,United-States,<=50K
23,Private,144650,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,332320,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,221417,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,367838,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
78,Private,374397,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,>50K
20,Private,189747,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,25,United-States,<=50K
23,Private,123704,Some-college,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
50,Private,355783,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,Private,236940,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
53,Private,195463,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,8542,0,50,United-States,>50K
29,State-gov,113149,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,0,0,29,United-States,<=50K
42,Self-emp-not-inc,213864,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
20,Private,205341,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K.
32,State-gov,317852,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,227374,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
59,State-gov,373071,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,24,United-States,>50K
28,Private,128033,Some-college,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,Germany,<=50K
38,Private,155322,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,464380,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,14611,0,40,United-States,<=50K.
32,Private,126129,HS-grad,Married-civ-spouse,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K.
57,Private,367406,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
26,Self-emp-inc,119229,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
52,?,690938,HS-grad,Widowed,Other-service,Unmarried,White,Male,0,0,13,Mexico,<=50K
47,State-gov,437887,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,>50K
25,Private,217902,HS-grad,Never-married,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K.
36,Private,150885,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,14748,0,21,United-States,<=50K.
26,Private,214697,Masters,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,State-gov,375316,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,329687,Some-college,Separated,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
30,Federal-gov,428474,Assoc-acdm,Never-married,Exec-managerial,Husband,White,Male,0,0,67,Mexico,<=50K
45,Private,225284,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,<=50K
36,Private,145417,HS-grad,Separated,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K.
30,Private,178443,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K.
60,Private,125019,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,14543,0,40,Philippines,<=50K
46,Private,119741,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,56,United-States,<=50K.
50,Private,164199,Masters,Separated,Tech-support,Husband,White,Male,0,0,68,Guatemala,<=50K
42,Private,180667,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K.
35,Private,129032,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K.
60,Private,456139,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
29,Private,185001,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,615185,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,21,United-States,<=50K
40,Private,225383,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,14726,0,50,United-States,<=50K
42,Private,199722,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
42,State-gov,209181,Bachelors,Never-married,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K.
43,Private,398712,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,112127,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,133290,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Mexico,<=50K.
33,Federal-gov,215244,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K.
23,Private,302921,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
29,State-gov,226258,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,29,United-States,<=50K.
26,Private,174301,10th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,115788,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K.
25,Self-emp-not-inc,407188,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Private,230913,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
23,?,318653,Some-college,Never-married,?,Not-in-family,White,Male,0,0,83,?,<=50K
23,Private,195951,Assoc-voc,Divorced,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K.
54,Private,40163,Some-college,Married-civ-spouse,Sales,Wife,White,Male,0,0,50,United-States,>50K.
38,Private,195778,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,55,Cuba,<=50K
18,Private,308954,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K.
24,Private,230711,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,55,Jamaica,<=50K
30,Private,237525,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,84,United-States,<=50K
28,Private,222914,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
72,Private,236462,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,15159,0,40,United-States,>50K
61,Private,233642,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,2242,0,45,United-States,>50K.
37,Private,112009,Assoc-acdm,Never-married,Other-service,Wife,Black,Female,0,0,45,United-States,<=50K
48,Private,131251,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K.
28,Private,415123,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K.
51,Private,122861,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
25,Private,209811,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,0,0,45,United-States,<=50K
19,State-gov,397309,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,45,United-States,>50K.
26,Private,441966,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,79,United-States,<=50K
53,State-gov,348866,Assoc-acdm,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Self-emp-inc,192033,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,14347,0,60,United-States,<=50K
52,Private,202306,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,<=50K
28,Private,210279,Bachelors,Separated,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K.
46,Local-gov,544361,Assoc-acdm,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,14359,0,60,United-States,>50K.
63,Private,302779,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,India,<=50K
79,Self-emp-inc,121890,10th,Divorced,Sales,Unmarried,Black,Female,0,0,21,United-States,<=50K
41,Private,437741,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,>50K
22,Private,227233,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,21,United-States,<=50K.
29,Private,336219,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,225945,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,26,United-States,>50K
33,Private,202268,HS-grad,Never-married,Tech-support,Husband,White,Male,0,0,26,United-States,<=50K
38,Private,122375,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K.
36,Private,682552,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K.
50,Private,207665,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K
80,Private,378722,Masters,Divorced,Prof-specialty,Unmarried,Black,Female,0,1830,50,United-States,<=50K.
29,Private,178426,Doctorate,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
25,Private,121255,Bachelors,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K.
43,Private,250489,Bachelors,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,21,United-States,<=50K.
35,Private,315899,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
54,Self-emp-not-inc,219259,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,63,United-States,>50K
31,Private,110157,Some-college,Never-married,Protective-serv,Own-child,White,Female,0,0,24,United-States,<=50K.
25,Private,226503,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,26,United-States,<=50K
27,Private,118248,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K.
52,?,355467,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,31,United-States,<=50K
40,Private,226670,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
31,Private,248530,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,214033,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,0,0,21,United-States,<=50K.
57,Local-gov,225953,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Germany,>50K.
25,Private,201754,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,26,United-States,<=50K.
29,Private,316877,5th-6th,Never-married,Farming-fishing,Own-child,White,Female,0,0,31,United-States,<=50K
44,Private,75233,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K.
20,Private,111787,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K.
36,Local-gov,307575,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0,1966,15,United-States,<=50K
28,Private,385516,1st-4th,Never-married,?,Unmarried,White,Female,0,0,20,United-States,<=50K
40,Private,38324,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K
